,neuron 464,neuron 9191,neuron 476,neuron 492,neuron 9552,neuron 2714,neuron 9557,neuron 9207,neuron 83815,neuron 9005,neuron 9013,neuron 10407,neuron 9187,neuron 468,neuron 12262,neuron 8992,neuron 10393,neuron 9630,neuron 16811,neuron 8996,neuron 10414,neuron 9709,neuron 9746,neuron 472,neuron 9009,neuron 9687,neuron 10424,neuron 9211,neuron 9195,neuron 484,neuron 480,neuron 9175,neuron 21338,neuron 21244,neuron 488,neuron 12257,neuron 9171,neuron 581,neuron 9025,neuron 9001,neuron 12243,neuron 9029,neuron 9883,neuron 9862,neuron 9935,neuron 9929,neuron 9899,neuron 10299,neuron 9878,neuron 9888,neuron 9755,neuron 9867,neuron 9797,neuron 9857,neuron 11802,neuron 11817,neuron 10377,neuron 11787,neuron 11792,neuron 10385,neuron 10367,neuron 10223,neuron 10208,neuron 11797,neuron 10372,neuron 13031,neuron 13036,neuron 16857,neuron 13025,neuron 12708,neuron 12425,neuron 16765,neuron 12964,neuron 16802,neuron 11182,neuron 16770,neuron 12451,neuron 12786,neuron 11213,neuron 2180,neuron 3823,neuron 12442,neuron 15680,neuron 12803,neuron 10768,neuron 48239,neuron 16223,Neuron 6718,neuron 11043,neuron 12402,neuron 12767,neuron 12736,neuron 16218,neuron 11062,neuron 11392,neuron 11934,neuron 11299,neuron 12822,neuron 16026,neuron 33306,neuron 11285,neuron 10971,neuron 21098,neuron 16185,neuron 10781,neuron 3838,neuron 11339,neuron 10776,neuron 3833,neuron 11172,neuron 16242,neuron 11468,neuron 11715,neuron 11597,neuron 11413,neuron 12239,neuron 12275,neuron 11944,neuron 10841,neuron 2216,neuron 2220,neuron 10986,neuron 3040,neuron 11657,neuron 3808,neuron 11011,neuron 8565,neuron 17387,neuron 6654,neuron 12321,neuron 12267,neuron 10796,neuron 2212,neuron 11682,neuron 10802,neuron 11320,neuron 2236,neuron 11403,neuron 11380
neuron 12257,0.204047,0.374191,0.30362,0.30165,0.00763092,0.281896,0.168429,0.363062,0.128148,0.184824,0.182251,0.31114899999999995,0.350169,0.192072,0.318894,0.155283,0.316103,0.287147,0.07438510000000001,0.306287,0.233663,0.0918005,0.289198,0.314986,0.0132703,0.439625,0.06891,0.244594,0.25258,0.30376,0.22771599999999997,0.204654,0.105768,0.0952732,0.286244,1.0,0.619155,0.326223,0.39465100000000003,0.22353499999999998,0.533766,0.40988199999999997,0.33873200000000003,0.0906775,0.31778,0.353788,0.280165,0.40572199999999997,0.503262,0.504825,0.499407,0.23267800000000002,0.247507,0.271031,0.5471239999999999,0.53792,0.48074300000000003,0.211065,0.297727,0.22422399999999998,0.23426100000000002,0.293572,0.37156999999999996,0.413451,0.283288,0.407884,0.334352,0.264448,0.288005,0.26415,0.117648,0.32119000000000003,0.159884,0.297769,0.069912,0.405493,0.266606,0.0527444,0.2448,0.35685300000000003,0.238758,0.28453,0.27379899999999996,0.36252,0.321377,0.23168699999999998,0.124714,0.209948,0.232492,0.057571500000000005,0.379571,0.235381,0.121724,0.0911406,0.460258,0.391015,0.25038699999999997,0.40384899999999996,0.379708,0.0852437,0.203489,0.278412,0.101913,0.235722,0.256803,0.36291100000000004,0.5333979999999999,0.311668,0.42985100000000004,0.348706,0.443561,0.443488,0.295914,0.0659564,0.325656,0.287373,0.176646,0.20662399999999997,0.431594,0.46678100000000006,0.472354,0.16451400000000002,0.141491,0.17189000000000002,0.415225,0.43485,0.454295,0.25115,0.24809,0.285635,0.32408000000000003,0.281805,0.28089699999999995,0.388448,0.331449,0.29060199999999997,0.445291,0.35843800000000003,0.345576
neuron 9171,0.29941,0.317171,0.253245,0.34715799999999997,0.0528063,0.389011,0.23234899999999997,0.371792,0.203841,0.219734,0.256221,0.25648200000000004,0.311051,0.28457899999999997,0.35371199999999997,0.20361500000000002,0.26905999999999997,0.368388,0.17086800000000002,0.357637,0.302149,0.175038,0.333853,0.329663,0.0865381,0.38066500000000003,0.180851,0.270124,0.278967,0.356306,0.294619,0.217112,0.173223,0.153325,0.34860599999999997,0.619155,1.0,0.350749,0.355496,0.28165300000000004,0.5299470000000001,0.369179,0.306077,0.151612,0.346667,0.36535300000000004,0.105254,0.29548,0.47638100000000005,0.5061979999999999,0.49621899999999997,0.254407,0.294498,0.290006,0.560873,0.49736099999999994,0.434987,0.16650299999999998,0.24199,0.20653200000000002,0.20854299999999998,0.340924,0.345957,0.35271199999999997,0.24323000000000003,0.388981,0.35309,0.33150799999999997,0.33002800000000004,0.269402,0.16931600000000002,0.30031399999999997,0.20871399999999998,0.329547,0.10440999999999999,0.394068,0.319096,0.1255,0.349016,0.29901300000000003,0.351236,0.21183400000000002,0.369249,0.266315,0.372744,0.273246,0.241375,0.292925,0.334701,0.108195,0.29472800000000005,0.26685,0.22916999999999998,0.15516300000000002,0.37469,0.362977,0.288213,0.29992199999999997,0.390336,0.12223900000000001,0.286082,0.344283,0.219139,0.22433000000000003,0.320837,0.363573,0.445208,0.342435,0.515838,0.35181100000000004,0.44543299999999997,0.410797,0.282394,0.09642460000000001,0.34486300000000003,0.270301,0.08818530000000001,0.09772539999999999,0.45200799999999997,0.482141,0.48752299999999993,0.251266,0.253107,0.220979,0.36540100000000003,0.433281,0.436659,0.21009499999999998,0.193903,0.214002,0.303305,0.27428800000000003,0.337552,0.344881,0.314333,0.328022,0.378335,0.39455500000000004,0.329196
neuron 581,0.365106,0.272883,0.347381,0.318468,0.028967200000000002,0.392019,0.061151,0.23033800000000001,0.055094000000000004,0.197522,0.244738,0.33460100000000004,0.324439,0.34879499999999997,0.250525,0.189125,0.18348699999999998,0.24415,0.041906599999999995,0.327515,0.07928400000000001,0.026174,0.213444,0.41742399999999996,-0.013056899999999998,0.35735300000000003,0.0948245,0.32364299999999996,0.394024,0.308756,0.175349,0.0961477,0.15301900000000002,0.15886199999999998,0.29299400000000003,0.326223,0.350749,1.0,0.44754700000000003,0.6406689999999999,0.220187,0.350763,0.124227,0.0255613,0.29675799999999997,0.24460199999999999,-0.100247,0.123776,0.437643,0.399803,0.393741,0.18930999999999998,0.1783,0.0704337,0.342825,0.340186,0.367762,0.35118,0.29966,0.31229,0.34460999999999997,0.32834800000000003,0.326408,0.373127,0.362157,0.338409,0.216238,0.391545,0.404908,0.32609499999999997,0.158673,0.195247,0.110525,0.23955100000000001,0.113947,0.23373200000000002,0.323353,0.125628,0.22241,0.343335,0.31341199999999997,0.251793,0.40624,0.39252800000000004,0.24547,0.154593,0.206155,0.374173,0.24057699999999999,0.048202300000000003,0.247192,0.302415,0.207183,0.10926099999999998,0.37190100000000004,0.31743499999999997,0.377934,0.35096700000000003,0.42504200000000003,0.0727096,0.144887,0.330115,0.085862,0.0944556,0.289362,0.382384,0.287756,0.520871,0.313456,0.622641,0.202999,0.371733,0.22071500000000002,-0.0329293,0.29625,0.14806,-0.158158,-0.04896930000000001,0.36065,0.35601,0.401375,0.13184200000000001,0.122205,0.0223019,0.34036700000000003,0.32776,0.39742,0.32663000000000003,0.343875,0.357598,0.32300100000000004,0.22355500000000003,0.276803,0.41418,0.405533,0.212556,0.374566,0.407098,0.382872
neuron 9025,0.194694,0.253992,0.26850599999999997,0.196629,-0.0590001,0.314781,0.014943600000000001,0.189939,0.0149192,0.0884194,0.0934709,0.247403,0.304001,0.170128,0.15417999999999998,0.0778064,0.150799,0.162577,-0.054770400000000004,0.219092,0.0841216,-0.0142987,0.111697,0.264216,-0.0781097,0.33928200000000003,0.00138645,0.21631999999999998,0.212848,0.322137,0.16471,0.11698299999999999,0.10839100000000002,0.111035,0.29144000000000003,0.39465100000000003,0.355496,0.44754700000000003,1.0,0.362048,0.29137399999999997,0.5167609999999999,0.227186,0.0440326,0.269367,0.24939299999999998,0.00355158,0.178779,0.46143599999999996,0.42360600000000004,0.389323,0.244838,0.250079,0.14285,0.37132600000000004,0.43432,0.41039499999999995,0.367154,0.43866499999999997,0.380311,0.40544600000000003,0.293194,0.281058,0.516572,0.432018,0.33414,0.28720999999999997,0.290971,0.312983,0.21890700000000002,0.061006899999999996,0.135684,0.0463721,0.205504,0.029633499999999997,0.250093,0.23547600000000002,0.0201875,0.194237,0.282785,0.23144299999999998,0.20261300000000002,0.282453,0.36527600000000005,0.192512,0.0893475,0.048152600000000004,0.264925,0.161902,-0.021182299999999998,0.270233,0.212186,0.06184630000000001,0.048781,0.408758,0.308508,0.214604,0.289364,0.33325,0.11216300000000001,0.152031,0.30641599999999997,0.0957404,0.16868699999999998,0.291137,0.538668,0.414328,0.374213,0.364879,0.37442600000000004,0.268366,0.484304,0.26539,-0.0189656,0.25002399999999997,0.25606799999999996,-0.097612,-0.0019694,0.359104,0.427167,0.408453,0.19501400000000002,0.16955399999999998,0.09326010000000001,0.349021,0.401912,0.43002799999999997,0.419878,0.35234899999999997,0.412337,0.416429,0.236864,0.27784899999999996,0.528516,0.404627,0.29843400000000003,0.358084,0.387631,0.375289
neuron 9001,0.425019,0.26215700000000003,0.316858,0.27660999999999997,0.08977360000000001,0.378145,0.0463091,0.19046400000000002,0.10311,0.24500100000000002,0.284748,0.24816999999999997,0.294993,0.411786,0.254182,0.22666799999999998,0.18385,0.245743,0.0117364,0.334281,0.120242,0.0661069,0.18829300000000002,0.354742,0.060700800000000006,0.305827,0.0324397,0.23552199999999998,0.285028,0.1925,0.04725119999999999,-0.00573609,0.00144154,0.00337411,0.16575299999999998,0.22353499999999998,0.28165300000000004,0.6406689999999999,0.362048,1.0,0.151706,0.3323,0.0458011,0.013355500000000001,0.21131,0.201542,-0.122296,0.0772812,0.358084,0.32897600000000005,0.31203000000000003,0.09395260000000001,0.116069,0.0124916,0.271663,0.2808,0.32355100000000003,0.398839,0.349445,0.322587,0.392786,0.337904,0.262738,0.33068200000000003,0.397825,0.253979,0.14138599999999998,0.359675,0.452816,0.307108,0.18933599999999998,0.15553,0.15168299999999998,0.22675,0.18451199999999998,0.16964300000000002,0.306424,0.16981400000000002,0.21985900000000003,0.345022,0.32915500000000003,0.20796399999999998,0.447204,0.330532,0.166857,0.145877,0.14419,0.37695700000000004,0.249569,0.08737919999999999,0.231969,0.21009099999999997,0.135673,0.160151,0.34057600000000005,0.30716,0.376564,0.239792,0.381592,-0.00419434,0.035112800000000007,0.213479,0.011170399999999999,0.00251287,0.167849,0.335873,0.190252,0.571671,0.263912,0.490651,0.116722,0.33068400000000003,0.132262,-0.023496299999999998,0.250565,0.0673703,-0.172874,-0.0727929,0.286234,0.300736,0.361284,0.0714047,0.109002,-0.010363299999999999,0.282242,0.268214,0.310827,0.320236,0.414042,0.394357,0.371425,0.15632100000000002,0.22746,0.371051,0.440388,0.154079,0.27855100000000005,0.397689,0.391823
neuron 12243,0.218324,0.344215,0.255628,0.258443,0.0562635,0.305296,0.0792972,0.30690700000000004,0.20870500000000003,0.209441,0.197863,0.165099,0.285977,0.251116,0.33021100000000003,0.20239000000000001,0.27024699999999996,0.36695700000000003,-0.006227399999999999,0.312865,0.21562699999999999,0.12520599999999998,0.324151,0.27960799999999997,0.0360803,0.387559,0.0679768,0.178901,0.178885,0.212356,0.118203,0.00399169,-0.06472330000000001,-0.0641805,0.16375599999999998,0.533766,0.5299470000000001,0.220187,0.29137399999999997,0.151706,1.0,0.277111,0.156432,0.000871157,0.199964,0.230681,0.0694824,0.256115,0.339861,0.366352,0.334096,0.11217,0.10741099999999999,0.190579,0.38467399999999996,0.4347,0.295649,0.118407,0.170381,0.16811600000000002,0.149726,0.195697,0.21108600000000002,0.31354,0.155581,0.221705,0.149106,0.145652,0.171047,0.205558,0.167914,0.30542199999999997,0.162546,0.279886,0.08103919999999999,0.382805,0.265997,0.13455699999999998,0.347765,0.252083,0.297092,0.0818009,0.297154,0.265495,0.219169,0.285483,0.056764199999999994,0.218442,0.250269,0.134448,0.292538,0.182974,0.0754755,0.11738399999999999,0.380379,0.320284,0.178037,0.300295,0.317302,-0.05849,0.122727,0.189633,-0.0253477,0.00639521,0.169733,0.306626,0.457201,0.208515,0.44857299999999994,0.24473899999999998,0.6511319999999999,0.321198,0.173427,-0.051769,0.233778,0.139836,0.0247595,0.10604300000000001,0.307502,0.302071,0.331783,0.14316700000000002,0.0504319,0.161307,0.23624,0.304151,0.366396,0.161078,0.15853,0.168936,0.25033099999999997,0.11190699999999999,0.184311,0.332303,0.29126599999999997,0.12328599999999999,0.27320500000000003,0.264665,0.238027
neuron 9029,0.272262,0.257587,0.239887,0.220514,0.03298,0.320996,0.148591,0.289541,0.141448,0.1256,0.143717,0.223654,0.29773499999999997,0.247435,0.202732,0.131902,0.22380300000000003,0.227019,0.058169900000000004,0.296484,0.172061,0.0832347,0.184531,0.30541,-0.00854234,0.357284,0.0414275,0.162092,0.17497200000000002,0.25286,0.115925,0.10608900000000002,-0.0109069,-0.018450499999999998,0.26233,0.40988199999999997,0.369179,0.350763,0.5167609999999999,0.3323,0.277111,1.0,0.239071,0.102021,0.275304,0.25416,0.0979661,0.23368899999999998,0.381842,0.376789,0.336694,0.21425100000000002,0.22117399999999998,0.15495,0.35182800000000003,0.41214700000000004,0.391746,0.32504099999999997,0.47237399999999996,0.309282,0.36148600000000003,0.296993,0.277588,0.43245,0.411254,0.356065,0.311423,0.286927,0.368295,0.180753,0.124633,0.20906799999999998,0.131063,0.22666799999999998,0.0948066,0.28332199999999996,0.22590300000000002,0.0770638,0.27057800000000004,0.286594,0.23437,0.12825799999999998,0.310108,0.32085199999999997,0.227868,0.167572,0.0943982,0.29292399999999996,0.179477,0.0880528,0.24739899999999998,0.207225,0.106366,0.0844904,0.370425,0.29828699999999997,0.273308,0.263365,0.30983099999999997,-0.01242,0.095331,0.265903,0.044332300000000005,0.13988699999999998,0.24227100000000001,0.47237799999999996,0.369519,0.383922,0.333054,0.32700300000000004,0.212939,0.6263890000000001,0.279854,0.105955,0.288275,0.23466599999999999,0.0471748,0.0784031,0.338389,0.372307,0.381701,0.17066199999999998,0.188777,0.140194,0.32516,0.367237,0.403484,0.458588,0.358677,0.37733099999999997,0.368714,0.267762,0.281099,0.46419799999999994,0.381252,0.295953,0.359537,0.369245,0.401968
neuron 9883,0.035417500000000005,0.0868648,0.0263118,0.037540199999999996,-0.176149,0.126079,-0.0757381,0.13159400000000002,-0.0656668,-0.040402,-0.055538300000000006,0.016147799999999997,0.0588148,0.016696700000000002,0.00998815,-0.059090199999999996,0.00218902,0.10457799999999999,-0.194918,0.09547560000000001,0.05621810000000001,-0.123233,-0.011796899999999999,0.06248340000000001,-0.160681,0.126256,-0.21586599999999997,0.054457500000000006,0.00786752,0.329395,0.27576799999999996,0.36313,0.24499899999999997,0.21938200000000002,0.268423,0.33873200000000003,0.306077,0.124227,0.227186,0.0458011,0.156432,0.239071,1.0,0.393689,0.5599770000000001,0.488814,0.341942,0.398766,0.200054,0.26719,0.187109,0.447195,0.49925699999999995,0.445049,0.260798,0.312604,0.24231399999999997,0.141179,0.14294,0.106457,0.168607,0.249482,0.272791,0.17562,0.213977,0.31901199999999996,0.360984,0.178722,0.242479,-0.00645334,-0.0624067,0.018155,-0.0825695,0.04143019999999999,-0.111823,0.122204,0.051528899999999996,-0.102806,0.06742469999999999,0.07863880000000001,0.00473178,-0.029507,0.08012910000000001,0.129781,0.0732824,0.039907599999999994,-0.21109499999999998,0.025519999999999998,0.0121399,-0.142558,0.0772828,0.0637121,-0.133463,-0.08310160000000001,0.172921,0.119458,0.0377288,0.07544819999999999,0.141079,0.295107,0.24713200000000002,0.35649200000000003,0.298849,0.361406,0.364528,0.23975100000000002,0.269394,0.078637,0.271511,0.08518139999999999,0.110497,0.237565,0.511361,0.348638,0.42508,0.576063,0.33571799999999996,0.393912,0.22492199999999998,0.255812,0.23867199999999997,0.34491900000000003,0.378137,0.337792,0.240355,0.27810999999999997,0.27375700000000003,0.171566,0.13078399999999998,0.11881199999999999,0.211842,0.32716,0.27849,0.242848,0.18418900000000002,0.40579899999999997,0.377589,0.267921,0.25590599999999997
neuron 9862,0.05270269999999999,-0.07791100000000001,-0.0206528,0.052659300000000006,-0.18473900000000001,0.14707,-0.10191599999999999,0.017247400000000003,-0.147781,-0.019302200000000002,-0.00421903,-0.051247100000000004,-0.044416500000000005,0.00904981,-0.0369991,-0.0731082,-0.0776342,0.049660199999999995,-0.212038,0.08987460000000001,-0.0182725,-0.147931,-0.06955030000000001,-0.031184899999999998,-0.16808499999999998,-0.027299200000000003,-0.25243899999999997,0.12488199999999999,0.0794202,0.202245,0.13327,0.164866,0.20246199999999998,0.189869,0.11006300000000001,0.0906775,0.151612,0.0255613,0.0440326,0.013355500000000001,0.000871157,0.102021,0.393689,1.0,0.503837,0.48072,0.08416060000000002,0.197042,0.0659026,0.12382699999999999,0.0869056,0.297609,0.470526,0.219286,0.132522,0.10613299999999999,0.130492,0.13864100000000001,0.0835428,0.136324,0.129313,0.369166,0.256402,0.020605000000000002,0.174524,0.179957,0.25648000000000004,0.118585,0.19226300000000002,-0.00747747,-0.059572,-0.060334500000000006,-0.15721400000000002,-0.031064099999999997,-0.113187,-0.039545300000000005,0.0835684,-0.0742212,0.0651191,0.0274142,0.025888799999999997,-0.119897,0.063158,-0.035211,0.0142227,-0.00757658,-0.24239499999999997,0.06305509999999999,0.0423824,-0.165186,-0.061307799999999996,0.152146,-0.19697,-0.0690608,0.00543313,0.033261900000000004,0.06939830000000001,-0.0167065,0.031166700000000002,0.276686,0.11735599999999999,0.20692600000000003,0.373731,0.198456,0.226771,0.10524700000000001,0.00586996,0.041867699999999994,0.10928,-0.0327106,-0.0233033,0.0937344,0.41576,0.593571,0.36598,0.344959,0.0922333,0.186298,0.107321,0.120315,0.10904200000000001,0.30626,0.460534,0.21221900000000002,0.16042599999999999,0.10324000000000001,0.0845215,0.1043,0.16917100000000002,0.133589,0.14666600000000002,0.263481,0.363735,0.16006700000000001,0.15846,0.230409,0.196457,0.178855,0.216574
neuron 9935,0.265692,0.1616,0.148373,0.1909,-0.0666312,0.319662,0.015462100000000001,0.285576,0.0112299,0.10184800000000001,0.204318,0.100079,0.165164,0.22473600000000002,0.16668,0.0797225,0.0647496,0.292261,-0.119174,0.287052,0.151343,-0.029901599999999997,0.150829,0.175778,-0.070535,0.191408,-0.125876,0.188301,0.196447,0.360295,0.298356,0.296716,0.338106,0.32409299999999996,0.28315300000000004,0.31778,0.346667,0.29675799999999997,0.269367,0.21131,0.199964,0.275304,0.5599770000000001,0.503837,1.0,0.5885670000000001,0.124857,0.33939600000000003,0.316352,0.345883,0.27980700000000003,0.48787600000000003,0.5362560000000001,0.381739,0.375306,0.351071,0.33289,0.260932,0.191928,0.236981,0.289856,0.421238,0.396284,0.241432,0.299631,0.333487,0.396758,0.28581799999999996,0.377907,0.151923,0.0920973,0.136158,0.0110324,0.19151600000000002,0.0403854,0.212628,0.280008,0.07341239999999999,0.24564499999999997,0.204573,0.22685500000000003,0.0443176,0.291665,0.207427,0.168653,0.187471,-0.10557799999999999,0.21210199999999998,0.255701,-0.050705,0.147826,0.22874299999999997,-0.0370977,0.0548763,0.266687,0.208081,0.179646,0.20583800000000002,0.266685,0.324619,0.259231,0.372762,0.355971,0.321527,0.40824,0.30696,0.283036,0.233046,0.330127,0.25759899999999997,0.13428199999999998,0.290118,0.604646,0.402082,0.539297,0.49238999999999994,0.16859100000000002,0.270836,0.326214,0.336366,0.345527,0.369971,0.43946899999999994,0.32111100000000004,0.383704,0.306755,0.329063,0.236537,0.26964699999999997,0.23044,0.288592,0.36027800000000004,0.39107600000000003,0.311152,0.324289,0.407235,0.394791,0.379027,0.360091
neuron 9929,0.189419,0.172821,0.145571,0.202039,-0.082091,0.29422,0.0697546,0.163872,-0.017222499999999998,0.042821,0.0837385,0.124045,0.203028,0.166951,0.134798,0.0110248,0.0742207,0.194671,-0.0593423,0.269927,0.122794,-0.032753700000000004,0.10778499999999999,0.21337899999999999,-0.0773744,0.21718800000000002,-0.0972903,0.203925,0.146493,0.408018,0.318329,0.326544,0.27853,0.290419,0.363275,0.353788,0.36535300000000004,0.24460199999999999,0.24939299999999998,0.201542,0.230681,0.25416,0.488814,0.48072,0.5885670000000001,1.0,0.163967,0.342194,0.401111,0.41069300000000003,0.39905300000000005,0.42814399999999997,0.529999,0.328024,0.40265500000000004,0.37764899999999996,0.37095,0.18503599999999998,0.23519600000000002,0.19886199999999998,0.23345700000000003,0.372415,0.390405,0.264273,0.297643,0.324264,0.367215,0.242445,0.321184,0.125343,0.040441000000000005,0.0828399,-0.0367881,0.157221,-0.0095756,0.15771300000000002,0.212412,0.0305225,0.1709,0.21306599999999998,0.22831100000000001,0.0877414,0.251101,0.22167199999999998,0.171272,0.113505,-0.045005699999999996,0.207285,0.178946,-0.06087000000000001,0.136872,0.223977,-0.05451990000000001,-0.0039434,0.22503099999999998,0.209092,0.189211,0.18874000000000002,0.291077,0.283736,0.263967,0.396469,0.299483,0.314254,0.38968800000000003,0.286576,0.26464099999999996,0.259604,0.298141,0.201095,0.159646,0.277479,0.528645,0.392343,0.525417,0.45726400000000006,0.151617,0.322025,0.33610500000000004,0.386326,0.337559,0.32731,0.417836,0.285691,0.371345,0.32964499999999997,0.293163,0.18721400000000002,0.272215,0.183619,0.278378,0.38800300000000004,0.37001300000000004,0.32186,0.282657,0.355018,0.38474,0.354723,0.327579
neuron 9899,-0.0366698,-0.0467879,-0.0553311,-0.11638499999999999,-0.22317199999999998,-0.058421600000000004,-0.161225,0.0730662,-0.187995,-0.0895242,-0.0722555,-0.127532,-0.0412726,-0.0424985,-0.00339134,-0.09047469999999999,-0.0192675,0.0104123,-0.21986,-0.0156144,-0.027601999999999998,-0.159288,-0.059061,-0.0197017,-0.19131099999999998,0.037494900000000005,-0.320885,-0.190711,-0.16333699999999998,-0.0606635,-0.18722,0.0299228,-0.305992,-0.333354,-0.07669880000000001,0.280165,0.105254,-0.100247,0.00355158,-0.122296,0.0694824,0.0979661,0.341942,0.08416060000000002,0.124857,0.163967,1.0,0.5151640000000001,0.03898719999999999,0.110141,0.062278499999999994,-0.10967400000000001,0.046689,0.100174,0.0506018,0.08420230000000001,0.00940085,0.013019799999999998,0.039818099999999995,-0.0511157,0.00827596,-0.0168906,0.012000499999999999,0.0859198,0.00722295,0.022781400000000004,0.0484452,-0.12501600000000002,0.00036082,-0.113481,-0.155672,-0.07381489999999999,-0.155391,-0.059407600000000005,-0.174064,0.038273699999999994,-0.136954,-0.157329,-0.084244,-0.0314058,-0.15377000000000002,-0.186219,-0.138652,-0.0112581,-0.0884538,-0.046553699999999996,-0.357398,-0.157055,-0.150954,-0.18571700000000002,-0.0408531,-0.21094899999999997,-0.263434,-0.138793,0.00994716,-0.00945447,-0.163742,-0.023706099999999997,-0.0225001,-0.19556500000000002,-0.181356,-0.027724900000000004,-0.10634600000000001,0.09235089999999999,-0.0534528,0.00551814,0.114226,-0.0464204,-0.047844300000000006,-0.145155,0.0608899,0.10985299999999999,0.24482600000000002,0.0789917,0.135971,0.225485,0.60701,0.490392,0.168494,0.110551,0.09085660000000001,-0.158563,-0.060839300000000006,0.0178883,0.100187,0.136051,-0.00151559,0.00413883,-0.016026,0.00820314,0.203092,-0.011019,0.0189673,0.09039080000000001,0.0455933,0.03542530000000001,0.0558944,0.00980066,0.019629499999999998
neuron 10299,0.14019600000000002,0.115371,0.0640232,0.044795800000000004,-0.154652,0.159502,-0.102528,0.19031700000000001,-0.0727952,0.031124900000000004,0.057434400000000004,0.0288724,0.11276199999999999,0.0936225,0.125397,0.028151799999999998,0.0150046,0.22283699999999998,-0.194894,0.145608,0.0747245,-0.0904993,0.07309500000000001,0.154325,-0.12190899999999999,0.254601,-0.239517,-0.0368013,-0.0457594,0.128487,-0.0316833,0.0127495,-0.164934,-0.166745,0.060386300000000004,0.40572199999999997,0.29548,0.123776,0.178779,0.0772812,0.256115,0.23368899999999998,0.398766,0.197042,0.33939600000000003,0.342194,0.5151640000000001,1.0,0.28089400000000003,0.35533899999999996,0.307078,0.09637749999999999,0.21067800000000003,0.175292,0.30465,0.276084,0.23447800000000002,0.161025,0.156383,0.118778,0.158145,0.178621,0.18008,0.19276,0.203179,0.21446500000000002,0.19200799999999998,0.048981800000000006,0.203933,0.0150662,-0.0512443,0.030269900000000002,-0.108107,0.0632787,-0.12248099999999999,0.167578,0.0516183,-0.0856247,0.051184600000000004,0.10430899999999999,-0.0240386,-0.0972502,0.06857250000000001,0.16438599999999998,-0.0304505,0.109052,-0.244569,0.0163158,0.0029734,-0.13275,0.072674,-0.059775,-0.177886,-0.0561814,0.196448,0.13009300000000001,-0.027401799999999997,0.0719938,0.164154,-0.0966035,-0.03827,0.162374,-0.045818300000000006,0.08230939999999999,0.10465,0.150803,0.224737,0.141681,0.156326,0.0501918,0.167229,0.23561500000000002,0.360452,0.188808,0.365054,0.312533,0.426336,0.5819770000000001,0.306596,0.294151,0.308527,0.0726755,0.11631300000000001,0.123983,0.268485,0.276929,0.195608,0.0979875,0.14415,0.15271700000000002,0.192797,0.14486,0.18595,0.210497,0.211664,0.201801,0.24605700000000003,0.224235,0.209952
neuron 9878,0.310867,0.277537,0.281072,0.305421,-0.0194891,0.41615100000000005,0.12955999999999998,0.23719200000000001,0.0534735,0.153057,0.165757,0.27264299999999997,0.31923,0.320238,0.200777,0.120991,0.21125700000000003,0.265353,0.0651799,0.359698,0.147821,0.0233423,0.20284000000000002,0.357655,-0.00395812,0.368606,0.0415136,0.22160700000000003,0.217117,0.293754,0.19836700000000002,0.13617200000000002,0.138844,0.14010999999999998,0.266113,0.503262,0.47638100000000005,0.437643,0.46143599999999996,0.358084,0.339861,0.381842,0.200054,0.0659026,0.316352,0.401111,0.03898719999999999,0.28089400000000003,1.0,0.7066439999999999,0.744333,0.201728,0.240642,0.13603900000000002,0.615672,0.508876,0.641201,0.290112,0.321417,0.28564,0.309248,0.327542,0.346146,0.411578,0.360066,0.311303,0.26353200000000004,0.315711,0.342965,0.226613,0.10569300000000001,0.19366,0.103809,0.260326,0.044262,0.264281,0.30600700000000003,0.028588799999999998,0.23354499999999997,0.386629,0.28360799999999997,0.21904899999999997,0.344801,0.38414,0.257878,0.158746,0.092908,0.293483,0.295547,-0.0114589,0.275517,0.189282,0.0849679,0.06757569999999999,0.396355,0.341525,0.20912600000000003,0.354705,0.398902,0.0993493,0.166695,0.30038200000000004,0.097978,0.17799500000000001,0.28876799999999997,0.4123,0.408891,0.403409,0.388961,0.395411,0.294126,0.39224899999999996,0.327942,0.0450638,0.376862,0.24111999999999997,-0.0481069,0.13047,0.556198,0.5866560000000001,0.5827220000000001,0.13252,0.152346,0.11002100000000001,0.520088,0.493364,0.47374499999999997,0.279517,0.33256199999999997,0.299811,0.329771,0.2638,0.275173,0.39739800000000003,0.376135,0.287779,0.37212,0.391295,0.367958
