,neuron 9557,neuron 9211,neuron 464,neuron 9630,neuron 9195,neuron 9187,neuron 9207,neuron 8992,neuron 468,neuron 9552,neuron 10414,neuron 9191,neuron 8996,neuron 83815,neuron 9746,neuron 9687,neuron 9709,neuron 16811,neuron 2714,neuron 10424,neuron 9013,neuron 492,neuron 476,neuron 10407,neuron 9005,neuron 472,neuron 12262,neuron 9009,neuron 10393,neuron 9175,neuron 488,neuron 480,neuron 21338,neuron 484,neuron 21244,neuron 9171,neuron 9001,neuron 9025,neuron 581,neuron 12257,neuron 12243,neuron 9029,neuron 9883,neuron 9862,neuron 9935,neuron 9929,neuron 10299,neuron 9899,neuron 9888,neuron 9755,neuron 9878,neuron 9797,neuron 9867,neuron 9857,neuron 11802,neuron 11817,neuron 10377,neuron 11787,neuron 11792,neuron 10367,neuron 10385,neuron 10208,neuron 10223,neuron 11797,neuron 10372,neuron 13031,neuron 13036,neuron 13025,neuron 16857,neuron 11715,neuron 12425,neuron 12321,neuron 11011,neuron 11182,neuron 11380,neuron 3823,neuron 12442,neuron 2216,neuron 16223,neuron 11043,neuron 12767,neuron 11320,neuron 12736,neuron 11468,neuron 2220,neuron 11392,neuron 16242,neuron 12708,neuron 11597,neuron 16802,neuron 11285,neuron 17387,neuron 12239,neuron 10781,neuron 11403,neuron 16218,neuron 8565,neuron 11299,neuron 10986,neuron 16026,neuron 11339,neuron 16185,neuron 16765,neuron 2212,neuron 11657,neuron 16770,neuron 3838,neuron 2180,neuron 12275,neuron 15680,neuron 48239,Neuron 6718,neuron 21098,neuron 3833,neuron 11682,neuron 11062,neuron 11934,neuron 10776,neuron 3040,neuron 11944,neuron 10796,neuron 10971,neuron 12964,neuron 10802,neuron 11413,neuron 12451,neuron 12786,neuron 11213,neuron 12803,neuron 10768,neuron 3808,neuron 12402,neuron 10841,neuron 33306,neuron 2236,neuron 12267,neuron 11172,neuron 12822,neuron 6654
neuron 11011,-0.021400400000000003,0.06445880000000001,0.10670299999999999,0.0854448,0.0710864,0.100405,0.084634,0.0368476,0.08812110000000001,0.038330300000000005,-0.0708513,0.057717599999999994,-0.00260278,0.014682399999999998,0.0728385,0.0746732,-0.0490973,0.0115061,0.0776954,0.00784434,-0.00248477,0.049823599999999996,0.0534611,0.0316485,-0.0593539,0.0466656,0.060074199999999994,0.027873000000000002,0.0767466,0.472347,0.46867200000000003,0.360509,0.41466499999999995,0.485362,0.405483,0.505961,0.45366300000000004,0.665007,0.447033,0.478033,0.0838675,0.200372,-0.11703599999999999,-0.162466,-0.147799,-0.08754210000000001,-0.162141,-0.162385,0.794888,0.794231,0.8208979999999999,0.309174,0.29843400000000003,0.125858,0.837852,0.6727920000000001,0.770969,0.27026999999999995,0.400897,0.523084,0.47553500000000004,0.260272,0.30952399999999997,0.508234,0.435371,-0.107553,-0.0681408,-0.106967,-0.12316300000000001,-0.20518000000000003,0.00102214,0.423734,1.0,0.0692092,0.187832,0.100986,0.10055599999999999,0.771266,0.06812,0.0487915,0.09025570000000001,-0.10583699999999999,0.0753107,0.147979,0.734476,0.159645,0.09689489999999999,0.0888786,-0.25396199999999997,0.162356,0.44496099999999994,0.438778,-0.20941700000000002,0.491112,0.233454,0.033421,0.782008,0.08861319999999999,0.169968,0.13273800000000002,0.609279,0.32963200000000004,0.164614,0.33179899999999996,0.0151815,0.176867,0.631744,0.141894,-0.227602,0.17423,-0.026078399999999998,0.191236,0.354143,0.6229520000000001,0.62968,-0.0105432,0.17094,0.46610100000000004,0.23655700000000002,-0.249061,0.23960700000000001,0.49486899999999995,0.00922498,0.367669,-0.142958,0.0492026,-0.0227886,0.151109,0.072601,0.17364100000000002,0.775763,0.015572899999999999,0.740502,0.32902,-0.09220249999999999,0.433026,0.447158,0.0948323,0.344902
neuron 11182,0.717322,0.38451399999999997,0.552844,0.569804,0.351191,0.40821799999999997,0.564709,0.749728,0.668559,0.82315,0.49659200000000003,0.388339,0.565016,0.768827,0.570805,0.393862,0.6768529999999999,0.687828,0.39634400000000003,0.810014,0.6345850000000001,0.388552,0.36246,0.298873,0.561443,0.376562,0.596491,0.81939,0.353518,0.00993646,0.144066,0.111601,0.0410425,0.129952,0.043238,0.165394,0.178591,0.100867,0.27116999999999997,0.177623,0.161537,-0.18316400000000002,-0.401781,-0.40627800000000003,-0.43744799999999995,-0.374421,-0.37854099999999996,-0.377967,0.146479,0.125317,0.122439,0.000285876,0.00999949,-0.00977953,0.0876192,0.103852,0.08881019999999999,-0.105108,-0.0884473,0.0428946,0.0479154,0.0039311,-0.00959416,0.137551,0.0409915,-0.196528,-0.218346,-0.221144,-0.20322,-0.4346,0.830475,-0.0588137,0.0692092,1.0,-0.0679021,0.6070810000000001,0.400625,0.0647787,0.7404850000000001,0.715761,0.44303400000000004,-0.25259699999999996,0.365104,-0.199024,0.060341599999999995,0.451981,0.0978567,0.465041,-0.48932299999999995,0.543035,0.105377,-0.0943235,-0.462204,0.0739076,-0.021480700000000002,0.650421,0.100165,0.41465100000000005,-0.1164,0.41556499999999996,0.107447,-0.08843510000000002,0.482444,-0.0161587,-0.00596856,0.473592,0.112575,0.43425,-0.453136,0.614267,0.664821,0.391388,0.0179986,0.118282,0.19616,0.804242,0.43113999999999997,0.11071800000000001,-0.06173290000000001,-0.463645,-0.046855,0.0953962,0.814869,-0.00515072,-0.45305200000000007,0.647518,0.7301310000000001,0.556257,0.402733,0.635394,0.0326276,0.884337,0.06823639999999999,-0.036706199999999994,-0.201548,-0.0455021,0.213786,0.424598,-0.107493
neuron 11380,-0.14966,-0.0486665,-0.0858674,-0.052266599999999996,-0.0364205,-0.037422199999999996,-0.060665300000000005,-0.11448,-0.081939,-0.112354,-0.198027,-0.0556112,-0.11215399999999999,-0.12856199999999998,-0.0512341,-0.0612364,-0.166987,-0.11416,-0.116567,-0.12448599999999999,-0.11860599999999999,-0.06258659999999999,-0.0573096,-0.07928110000000001,-0.182659,-0.07108869999999999,-0.07912430000000001,-0.10933399999999999,-0.035707,0.423418,0.254375,0.215835,0.41906899999999997,0.272884,0.403132,0.0173634,0.107423,0.096109,0.044441800000000004,0.00636538,-0.164277,-0.213668,-0.41885900000000004,-0.408956,-0.397845,-0.38609699999999997,-0.530413,-0.5158550000000001,0.0922349,0.12931099999999998,0.125193,0.0976853,0.123899,-0.108511,0.265426,0.228314,0.271119,0.0926826,0.15187,0.403856,0.40862600000000004,0.775744,0.686318,0.13813499999999998,0.394061,0.08633760000000001,0.061795100000000006,0.33021100000000003,0.14535599999999999,-0.461279,-0.11739200000000001,0.33169099999999996,0.187832,-0.0679021,1.0,-0.07808810000000001,-0.000681645,0.07351260000000001,-0.048387400000000004,-0.0791778,-0.020913,0.016442599999999998,-0.028287299999999998,-0.23547600000000002,0.0605198,0.00222402,-0.14688299999999999,-0.00433529,-0.48138000000000003,0.029617900000000003,0.197744,0.0855673,-0.480605,0.22440100000000002,0.751041,-0.10567599999999999,0.135548,-0.011644499999999999,0.026074400000000005,0.0396837,0.0602867,0.344264,0.0203845,0.571749,-0.142707,-0.00221396,0.10946900000000001,0.0159352,-0.543572,-0.014678100000000001,-0.16883099999999998,-0.022054900000000002,0.222794,0.059409199999999995,0.114347,-0.14641300000000002,0.0151249,0.108857,0.0179433,-0.611176,0.576766,0.21353899999999998,-0.12425699999999999,0.434623,-0.467211,-0.05780459999999999,-0.162051,-0.015233000000000002,-0.025165200000000002,-0.0242104,0.293389,-0.106795,0.0516938,0.18904300000000002,0.056788099999999994,0.338949,0.0526394,-0.011658400000000001,0.0640619
neuron 3823,0.484067,0.246915,0.742862,0.585496,0.24030900000000002,0.320022,0.5121220000000001,0.6063649999999999,0.8028,0.6095619999999999,0.33166999999999996,0.24818,0.348588,0.474337,0.499931,0.300552,0.410842,0.414734,0.675479,0.527274,0.378309,0.261885,0.26508400000000004,0.179373,0.361729,0.23864699999999997,0.5467920000000001,0.5174810000000001,0.249135,0.018419900000000003,0.118131,0.121802,0.0634006,0.09727639999999999,0.06134019999999999,0.26903299999999997,0.342048,0.222599,0.420324,0.28306,0.385691,-0.059325699999999995,-0.33555300000000005,-0.333994,-0.331827,-0.31361100000000003,-0.308143,-0.302023,0.212687,0.192128,0.181024,0.0588077,0.0430196,0.08811580000000001,0.105393,0.114764,0.108777,-0.0555898,-0.048625699999999994,0.06812380000000001,0.0766607,0.00930667,0.00789379,0.152515,0.07406030000000001,-0.193212,-0.208423,-0.21783899999999998,-0.213984,-0.360641,0.636368,-0.0180053,0.100986,0.6070810000000001,-0.07808810000000001,1.0,0.249823,0.133242,0.48753500000000005,0.496209,0.306892,-0.202425,0.232091,-0.0695825,0.133129,0.36588200000000004,0.262893,0.28554,-0.378782,0.488496,0.144224,-0.0381009,-0.352846,0.0898681,-0.031465,0.6377430000000001,0.169462,0.280477,-0.038335900000000006,0.248281,0.174808,-0.0633953,0.460682,-0.000579093,0.0792145,0.47774300000000003,0.219007,0.325967,-0.371721,0.758184,0.551642,0.641799,0.0454358,0.200462,0.21985100000000002,0.606942,0.338459,0.299504,0.00041481300000000004,-0.383264,-0.0346946,0.112677,0.635171,0.015471100000000002,-0.356852,0.435968,0.5607989999999999,0.616946,0.25313800000000003,0.671883,0.055635800000000006,0.509644,0.152901,0.021286900000000004,-0.18251099999999998,0.00154731,0.396305,0.2733,-0.047502499999999996
neuron 12442,0.356736,0.801117,0.28581,0.554759,0.8313879999999999,0.8141689999999999,0.6383260000000001,0.31390500000000005,0.343493,0.334966,0.135122,0.749336,0.47941300000000003,0.291105,0.6055550000000001,0.825684,0.22636799999999999,0.337988,0.150073,0.347111,0.44765600000000005,0.74642,0.792479,0.7442810000000001,0.181196,0.7451399999999999,0.568864,0.311726,0.827276,0.0615015,0.193925,0.166962,0.08191010000000001,0.1719,0.08468969999999999,0.138078,0.10461400000000001,0.134906,0.23093699999999998,0.152731,0.0210643,-0.173077,-0.45540699999999995,-0.478364,-0.4785,-0.431637,-0.444346,-0.42256000000000005,0.20184100000000002,0.18215699999999999,0.161307,0.0184203,0.028816900000000003,-0.043423500000000004,0.14210599999999998,0.231082,0.176101,-0.014578,0.00891414,0.116003,0.15404400000000001,0.058007,0.0389952,0.21304800000000002,0.136976,-0.15775899999999998,-0.182401,-0.14418499999999998,-0.141098,-0.515634,0.36432600000000004,0.0144739,0.10055599999999999,0.400625,-0.000681645,0.249823,1.0,0.0598625,0.466875,0.49521099999999996,0.9259940000000001,-0.18516300000000002,0.921076,-0.173733,0.0509869,0.81617,0.0218625,0.8824690000000001,-0.545305,0.693571,0.131366,-0.0049512,-0.5204340000000001,0.09641770000000001,0.0287874,0.390813,0.151526,0.862282,-0.10068300000000001,0.8573719999999999,0.0875734,-0.0489754,0.691371,0.0493404,-0.0616202,0.656848,0.150112,0.8713290000000001,-0.519877,0.426282,0.20578000000000002,0.186024,0.0444892,0.0857954,0.242179,0.25551199999999996,0.862298,0.0800836,-0.0699781,-0.524835,0.0274627,0.11580499999999999,0.294743,0.0746162,-0.486684,0.670883,0.245873,0.536591,0.942156,0.492011,0.11840899999999999,0.41419399999999995,0.0611663,-0.0167836,-0.156253,0.0259707,0.157131,0.959633,-0.0201682
neuron 2216,-0.0207293,0.042341500000000004,0.129334,0.0774924,0.042952,0.07627830000000001,0.07638239999999999,0.032870300000000005,0.103702,0.03805669999999999,-0.0600256,0.0342812,-0.00558524,0.023262099999999997,0.058774,0.05191799999999999,-0.042902300000000004,0.00970697,0.109001,0.00774583,-0.0102291,0.028060500000000002,0.0323027,0.00342549,-0.047813,0.025393000000000002,0.059936699999999996,0.024564700000000002,0.052104099999999993,0.346484,0.377994,0.30994099999999997,0.347033,0.401467,0.34680700000000003,0.6495920000000001,0.472996,0.727294,0.49485500000000004,0.610234,0.190399,0.311915,-0.110007,-0.166344,-0.166518,-0.127976,-0.051732600000000004,-0.07603639999999999,0.802435,0.774456,0.808713,0.30246300000000004,0.276159,0.197623,0.6221800000000001,0.480075,0.5400729999999999,0.185038,0.264463,0.381892,0.32831,0.157328,0.19653199999999998,0.39244,0.293712,-0.116573,-0.0913889,-0.139326,-0.156164,-0.189778,0.0117299,0.308001,0.771266,0.0647787,0.07351260000000001,0.133242,0.0598625,1.0,0.0597943,0.0463859,0.0644334,-0.112249,0.040489699999999997,0.21375300000000003,0.931441,0.132606,0.216977,0.0584355,-0.241511,0.13505599999999998,0.393681,0.32053200000000004,-0.18090599999999998,0.404752,0.132872,0.0443153,0.739977,0.0542126,0.175679,0.089924,0.759119,0.24086,0.147869,0.199392,0.056607000000000005,0.166443,0.7053689999999999,0.11034100000000001,-0.18003,0.188435,-0.0220828,0.24509699999999998,0.326548,0.815959,0.528012,0.00368167,0.134634,0.5551119999999999,0.21664299999999997,-0.174723,0.13028399999999998,0.416685,0.014332499999999998,0.21886799999999998,-0.154757,0.04384,-0.017419900000000002,0.159923,0.038233699999999995,0.178562,0.596364,0.019978,0.893394,0.325166,-0.112206,0.33960300000000004,0.571146,0.059852199999999994,0.261463
neuron 16223,0.693345,0.543557,0.43726800000000005,0.578543,0.503067,0.531666,0.599748,0.600614,0.588481,0.671227,0.386496,0.576759,0.784705,0.720773,0.571009,0.51357,0.540728,0.7394890000000001,0.31306100000000003,0.7348560000000001,0.7893720000000001,0.5857399999999999,0.510505,0.46188900000000005,0.444075,0.560929,0.637632,0.7130479999999999,0.50615,0.0220035,0.113103,0.120098,0.0440844,0.0941797,0.0467741,0.158226,0.141538,0.103929,0.204215,0.17215,0.119457,-0.197188,-0.42740600000000006,-0.454866,-0.45431000000000005,-0.420518,-0.404369,-0.397069,0.14625,0.122602,0.120993,-0.00305327,-0.0113331,-0.0112887,0.0855798,0.111221,0.0905958,-0.09346439999999999,-0.0793071,0.0503728,0.0664309,0.0185047,0.00764056,0.139381,0.0580577,-0.19431099999999998,-0.206467,-0.199292,-0.189186,-0.518913,0.67364,-0.0423584,0.06812,0.7404850000000001,-0.048387400000000004,0.48753500000000005,0.466875,0.0597943,1.0,0.928472,0.537568,-0.239853,0.453475,-0.20908000000000002,0.057373,0.480868,0.0763583,0.563027,-0.565398,0.562898,0.11835699999999999,-0.0792823,-0.545401,0.0686048,-0.010494100000000001,0.663149,0.103349,0.503839,-0.10278699999999999,0.492004,0.09462380000000001,-0.07979860000000001,0.512364,0.00809273,-0.0278428,0.543492,0.110799,0.485545,-0.521044,0.564681,0.48475799999999997,0.279671,0.0253992,0.108977,0.196793,0.593229,0.498621,0.0921087,-0.0665048,-0.5315409999999999,-0.026020299999999996,0.10431900000000001,0.587241,0.00854459,-0.513779,0.80656,0.5062840000000001,0.535794,0.496666,0.615859,0.0458077,0.7810159999999999,0.07356510000000001,-0.022653299999999998,-0.184221,-0.033092,0.169479,0.506413,-0.09578389999999999
neuron 11043,0.709009,0.584043,0.470075,0.619073,0.534082,0.567979,0.650302,0.59717,0.640993,0.664882,0.38864099999999996,0.5980260000000001,0.82358,0.705357,0.612536,0.54771,0.536029,0.715761,0.320128,0.724965,0.821457,0.6176149999999999,0.571901,0.48068599999999995,0.434514,0.600575,0.693049,0.7030270000000001,0.531261,-0.00494343,0.091704,0.116725,0.0216339,0.0752789,0.0230591,0.144653,0.12493599999999999,0.0985116,0.20555199999999998,0.157305,0.129486,-0.165885,-0.40143,-0.411033,-0.42301000000000005,-0.389771,-0.38513600000000003,-0.374424,0.13358,0.109787,0.10622999999999999,-0.0134796,-0.0265036,-0.011921700000000002,0.063466,0.0895471,0.0747944,-0.0839536,-0.06935930000000001,0.0260149,0.046961800000000005,-0.012662399999999999,-0.0244024,0.147205,0.0404479,-0.192497,-0.24873699999999999,-0.189082,-0.18918800000000002,-0.458066,0.6754859999999999,-0.051421900000000006,0.0487915,0.715761,-0.0791778,0.496209,0.49521099999999996,0.0463859,0.928472,1.0,0.575277,-0.252085,0.486122,-0.172528,0.0408219,0.517774,0.0659429,0.6079100000000001,-0.535429,0.621821,0.0992445,-0.07070839999999999,-0.510418,0.0438715,-0.0415596,0.714014,0.09948539999999999,0.539108,-0.120084,0.535279,0.07581439999999999,-0.09286989999999999,0.550904,-0.028398900000000005,-0.0441785,0.586715,0.10591700000000001,0.524501,-0.49122299999999997,0.602604,0.467642,0.26266100000000003,-0.018089400000000002,0.0921303,0.188777,0.571387,0.538456,0.08624860000000001,-0.0875047,-0.49953500000000006,-0.0560284,0.0624,0.577294,-0.011910200000000001,-0.48760600000000004,0.8637870000000001,0.5119520000000001,0.579449,0.516977,0.6685220000000001,0.016843900000000002,0.779683,0.0550602,-0.0392149,-0.193647,-0.0441239,0.157164,0.549429,-0.08737919999999999
neuron 12767,0.43724700000000005,0.8281850000000001,0.340486,0.641882,0.8627809999999999,0.8978,0.750549,0.365338,0.41020100000000004,0.389327,0.178005,0.7893979999999999,0.573304,0.357784,0.699348,0.9080809999999999,0.263367,0.396516,0.170722,0.422257,0.526895,0.801239,0.852935,0.779853,0.21825300000000003,0.804255,0.679966,0.363299,0.8617540000000001,0.037056,0.16456700000000002,0.177552,0.0671552,0.150016,0.0693409,0.153622,0.126899,0.146869,0.248327,0.173603,0.0508038,-0.148205,-0.410505,-0.442238,-0.43107700000000004,-0.396876,-0.40283800000000003,-0.386085,0.199168,0.176234,0.164298,0.0130214,0.017765400000000004,-0.0271945,0.13459300000000002,0.21675,0.160187,-0.017742400000000002,-0.000556904,0.08566939999999999,0.137413,0.039723900000000006,0.020893400000000003,0.22683699999999998,0.123251,-0.159646,-0.19662000000000002,-0.15228699999999998,-0.147385,-0.49751300000000004,0.42131199999999996,0.012395,0.09025570000000001,0.44303400000000004,-0.020913,0.306892,0.9259940000000001,0.0644334,0.537568,0.575277,1.0,-0.193619,0.8808590000000001,-0.145313,0.0496952,0.823401,0.038604400000000004,0.8720870000000001,-0.53275,0.744919,0.12981800000000002,-0.0100726,-0.509738,0.0868444,0.00714536,0.479966,0.15412599999999999,0.855759,-0.110088,0.846168,0.0875434,-0.060699800000000005,0.734398,0.0341594,-0.0502115,0.710856,0.16103800000000001,0.8787870000000001,-0.49736099999999994,0.49210200000000004,0.246592,0.181517,0.023461000000000003,0.0939823,0.240779,0.296238,0.88194,0.09402519999999999,-0.0721075,-0.504782,0.00733333,0.103782,0.33978400000000003,0.0580865,-0.470962,0.749093,0.274914,0.595688,0.9224389999999999,0.563936,0.09824,0.48564799999999997,0.06061559999999999,-0.0274909,-0.159952,0.0155243,0.17952,0.9278649999999999,-0.022563200000000002
neuron 11320,-0.27486900000000003,-0.20269500000000001,-0.23101100000000002,-0.22245900000000002,-0.191925,-0.18215399999999998,-0.216202,-0.276395,-0.22397899999999998,-0.270044,-0.344832,-0.22259400000000001,-0.251256,-0.262994,-0.21547600000000003,-0.200037,-0.314029,-0.326465,-0.23670300000000002,-0.268129,-0.281414,-0.197102,-0.190652,-0.24412199999999998,-0.34431999999999996,-0.21919699999999998,-0.219363,-0.294147,-0.19095499999999999,0.0255267,-0.00871679,0.0139675,0.15626900000000002,-0.005229,0.15596300000000002,-0.14726199999999998,-0.164139,-0.10089,-0.159928,-0.155608,-0.216484,-0.22167399999999998,-0.392944,-0.378496,-0.363616,-0.377869,-0.497935,-0.49290200000000006,-0.121456,-0.11495799999999999,-0.11067,0.027874799999999998,0.018963499999999998,-0.0991243,-0.11068900000000001,-0.1219,-0.109824,-0.0148393,-0.0562188,-0.0895638,-0.0956748,0.0425193,0.037394699999999996,-0.104447,-0.08683489999999999,0.36038000000000003,0.40823200000000004,0.0375511,0.00296503,-0.40011599999999997,-0.274532,-0.0860257,-0.10583699999999999,-0.25259699999999996,0.016442599999999998,-0.202425,-0.18516300000000002,-0.112249,-0.239853,-0.252085,-0.193619,1.0,-0.180118,-0.245383,-0.10526400000000001,-0.187296,-0.20031600000000002,-0.191269,-0.403147,-0.185592,0.024125900000000002,-0.0445798,-0.427554,-0.0122165,0.073925,-0.241995,-0.0907694,-0.185995,0.00220825,-0.18741300000000002,-0.13524,-0.0238404,-0.184134,-0.013686700000000001,-0.136148,-0.182098,-0.11389500000000001,-0.17847000000000002,-0.499087,-0.198537,-0.297143,-0.199541,0.163018,-0.11425999999999999,-0.100049,-0.278905,-0.17787,-0.128057,-0.019750999999999998,-0.527157,-0.0250113,-0.020640099999999998,-0.275007,-0.0741117,-0.41968199999999994,-0.230823,-0.298077,-0.19427,-0.190126,-0.20593499999999998,-0.126939,-0.263942,-0.10488499999999999,0.17225,0.39960500000000004,-0.100607,-0.146505,-0.188353,-0.0161861
neuron 12736,0.379644,0.844722,0.30875,0.570459,0.827428,0.8035100000000001,0.625538,0.319031,0.335476,0.323592,0.182617,0.757212,0.49922799999999995,0.294906,0.618653,0.824269,0.267106,0.34928000000000003,0.153601,0.379139,0.48865299999999995,0.794255,0.8285790000000001,0.759537,0.22762399999999997,0.760089,0.5868270000000001,0.323592,0.81388,0.0284262,0.169022,0.203854,0.0691586,0.166301,0.0702166,0.11843,0.0839275,0.107154,0.212308,0.145596,0.049182199999999995,-0.188169,-0.494863,-0.497241,-0.49718599999999996,-0.462754,-0.466796,-0.466858,0.169371,0.151501,0.138146,0.00771823,0.0212356,-0.0145113,0.11586400000000001,0.20406,0.148867,-0.0332773,-0.005719600000000001,0.0802068,0.116743,0.0483359,0.0214823,0.24756999999999998,0.11429,-0.15523,-0.173307,-0.147828,-0.141287,-0.541466,0.388545,-0.00563882,0.0753107,0.365104,-0.028287299999999998,0.232091,0.921076,0.040489699999999997,0.453475,0.486122,0.8808590000000001,-0.180118,1.0,-0.192434,0.0307468,0.754413,0.0606612,0.8489260000000001,-0.559558,0.628017,0.11343900000000001,-0.015145400000000002,-0.546795,0.0790918,0.0037845999999999995,0.418238,0.132826,0.839332,-0.10806600000000001,0.81995,0.06462190000000001,-0.06282090000000001,0.6550189999999999,0.0337159,-0.0296962,0.616224,0.125608,0.8270120000000001,-0.550495,0.380536,0.241569,0.143172,0.0287519,0.07511910000000001,0.23613499999999998,0.260708,0.809782,0.05629169999999999,-0.0816331,-0.562762,0.015891100000000002,0.0904721,0.29031399999999996,0.05400069999999999,-0.5136,0.64332,0.26965700000000004,0.489853,0.951685,0.409414,0.0757942,0.423163,0.0479454,-0.023400400000000002,-0.161544,0.009742,0.125639,0.925318,-0.0425935
neuron 11468,-0.195875,-0.198951,-0.113927,-0.08586039999999999,-0.183567,-0.12980799999999998,-0.0978086,-0.167246,-0.10272,-0.172065,-0.21781199999999998,-0.214759,-0.20360899999999998,-0.21219200000000002,-0.138207,-0.109553,-0.194677,-0.214065,-0.0814431,-0.198676,-0.195082,-0.20139200000000002,-0.161211,-0.19883199999999998,-0.21243499999999998,-0.19122999999999998,-0.113757,-0.21941599999999997,-0.168684,-0.11152000000000001,-0.144733,-0.155362,-0.14812,-0.141381,-0.143483,0.0867747,0.0485042,0.31240100000000004,0.110924,0.0913698,0.00279232,0.740171,0.0972273,0.0731534,0.08041480000000001,0.120274,0.13457,0.134722,0.21313600000000002,0.22654200000000002,0.21114000000000002,-0.12268399999999999,-0.132128,-0.0409911,0.130631,0.18857100000000002,0.162325,0.12600699999999998,0.128918,0.012495200000000001,-0.00673568,-0.21346199999999999,-0.18907100000000002,0.0372614,-0.00800722,-0.31398899999999996,-0.297956,-0.23542399999999997,-0.26876700000000003,0.0422112,-0.153204,0.0449314,0.147979,-0.199024,-0.23547600000000002,-0.0695825,-0.173733,0.21375300000000003,-0.20908000000000002,-0.172528,-0.145313,-0.245383,-0.192434,1.0,0.214414,-0.0726802,0.0171673,-0.187775,0.0553163,-0.0967717,-0.129674,0.20183099999999998,0.041397699999999996,-0.107901,-0.22006599999999998,-0.14423699999999998,0.23351999999999998,-0.12240699999999999,-0.124368,-0.187973,0.11442999999999999,-0.119335,-0.05523530000000001,-0.160613,0.0533752,-0.0296553,0.356049,-0.12136400000000001,0.0349192,-0.0518476,-0.18489,-0.0344966,-0.16051500000000002,0.11867899999999999,0.148634,-0.158387,-0.103906,0.144043,-0.0868374,0.041679400000000005,-0.17814100000000002,-0.11646300000000001,-0.160064,-0.0158516,0.07366239999999999,-0.18714,-0.177722,-0.0175885,-0.195485,-0.09113550000000001,0.169828,-0.21726700000000002,0.206905,-0.15346400000000002,-0.25449299999999997,0.0879733,0.223146,-0.171423,0.139071
neuron 2220,-0.025708699999999998,0.03390580000000001,0.114889,0.0618631,0.0307875,0.0744583,0.06825389999999999,0.0286628,0.101833,0.0332651,-0.061529999999999994,0.0336751,-0.012035899999999999,0.0255865,0.0527455,0.0454807,-0.0440978,0.00201219,0.10940599999999999,0.00695116,-0.017725099999999997,0.0221838,0.021139500000000002,-0.000959636,-0.0505462,0.016832800000000002,0.0526573,0.0245397,0.0440162,0.31714899999999996,0.350254,0.275538,0.335619,0.37535300000000005,0.330776,0.602747,0.45945699999999995,0.722988,0.46846000000000004,0.570529,0.19133,0.311682,-0.119924,-0.16803900000000002,-0.163201,-0.126893,-0.0667015,-0.08643560000000002,0.772937,0.741226,0.771675,0.308082,0.284118,0.197268,0.565233,0.43315299999999995,0.501031,0.149051,0.220067,0.339862,0.285263,0.146292,0.180307,0.34367800000000004,0.260878,-0.114962,-0.0740178,-0.142002,-0.158117,-0.189412,0.0113808,0.26921799999999996,0.734476,0.060341599999999995,0.0605198,0.133129,0.0509869,0.931441,0.057373,0.0408219,0.0496952,-0.10526400000000001,0.0307468,0.214414,1.0,0.12955899999999998,0.21735500000000002,0.044967599999999996,-0.23271599999999998,0.126289,0.376116,0.284306,-0.185801,0.385871,0.11968599999999999,0.0405934,0.7140489999999999,0.0437678,0.198406,0.0743221,0.706246,0.221971,0.138478,0.177739,0.061038800000000004,0.152049,0.695435,0.0970211,-0.19702999999999998,0.177377,-0.022104099999999998,0.25051599999999996,0.324735,0.779209,0.47673699999999997,0.00397284,0.113732,0.5556,0.23432199999999997,-0.18504,0.11926300000000001,0.39174200000000003,0.01266,0.194916,-0.154824,0.0324633,-0.022328099999999997,0.151349,0.0368584,0.167678,0.5698810000000001,0.015339799999999999,0.9420709999999999,0.34324899999999997,-0.111327,0.298068,0.5704640000000001,0.0512913,0.22998000000000002
neuron 11392,0.352134,0.655462,0.37742800000000004,0.6184390000000001,0.685535,0.793905,0.69312,0.37805700000000003,0.43676000000000004,0.379461,0.134098,0.6038279999999999,0.45959399999999995,0.30595300000000003,0.6500239999999999,0.783745,0.231251,0.331897,0.20293599999999998,0.38979600000000003,0.420849,0.626757,0.735368,0.570155,0.176571,0.630224,0.646787,0.337961,0.699259,0.0897343,0.221769,0.198298,0.104708,0.197685,0.109365,0.221262,0.197613,0.25345700000000004,0.324936,0.253909,0.0821846,-0.0972273,-0.389975,-0.411925,-0.388642,-0.36859699999999995,-0.332594,-0.30762399999999995,0.298676,0.270597,0.248239,0.036612,0.0428227,-0.0137363,0.187143,0.272354,0.216561,0.0169734,0.0496034,0.152635,0.194366,0.0598235,0.0491539,0.249611,0.168104,-0.157329,-0.18950799999999998,-0.146603,-0.152771,-0.45838,0.413121,0.05270740000000001,0.159645,0.451981,0.00222402,0.36588200000000004,0.81617,0.132606,0.480868,0.517774,0.823401,-0.187296,0.754413,-0.0726802,0.12955899999999998,1.0,0.0525573,0.807509,-0.5052939999999999,0.8271940000000001,0.174234,0.04040440000000001,-0.478702,0.136405,0.0320209,0.471307,0.23841199999999999,0.806485,-0.077138,0.772821,0.15051099999999998,-0.0187555,0.8409059999999999,0.060724400000000005,-0.0460583,0.8351569999999999,0.261344,0.886323,-0.46887700000000004,0.583771,0.238146,0.269625,0.0806173,0.15012999999999999,0.30220199999999997,0.285078,0.906792,0.18879500000000002,-0.0363599,-0.47672200000000003,0.0264711,0.15762400000000001,0.336036,0.0871029,-0.459531,0.664552,0.273374,0.6966060000000001,0.779172,0.59385,0.165379,0.449355,0.13596,0.0247971,-0.15277000000000002,0.0615757,0.266585,0.8296620000000001,0.0120679
