,neuron 9557,neuron 9211,neuron 464,neuron 9630,neuron 9195,neuron 9187,neuron 9207,neuron 8992,neuron 468,neuron 9552,neuron 10414,neuron 9191,neuron 8996,neuron 83815,neuron 9746,neuron 9687,neuron 9709,neuron 16811,neuron 2714,neuron 10424,neuron 9013,neuron 492,neuron 476,neuron 10407,neuron 9005,neuron 472,neuron 12262,neuron 9009,neuron 10393,neuron 9175,neuron 488,neuron 480,neuron 21338,neuron 484,neuron 21244,neuron 9171,neuron 9001,neuron 9025,neuron 581,neuron 12257,neuron 12243,neuron 9029,neuron 9883,neuron 9862,neuron 9935,neuron 9929,neuron 10299,neuron 9899,neuron 9888,neuron 9755,neuron 9878,neuron 9797,neuron 9867,neuron 9857,neuron 11802,neuron 11817,neuron 10377,neuron 11787,neuron 11792,neuron 10367,neuron 10385,neuron 10208,neuron 10223,neuron 11797,neuron 10372,neuron 13031,neuron 13036,neuron 13025,neuron 16857,neuron 11715,neuron 12425,neuron 12321,neuron 11011,neuron 11182,neuron 11380,neuron 3823,neuron 12442,neuron 2216,neuron 16223,neuron 11043,neuron 12767,neuron 11320,neuron 12736,neuron 11468,neuron 2220,neuron 11392,neuron 16242,neuron 12708,neuron 11597,neuron 16802,neuron 11285,neuron 17387,neuron 12239,neuron 10781,neuron 11403,neuron 16218,neuron 8565,neuron 11299,neuron 10986,neuron 16026,neuron 11339,neuron 16185,neuron 16765,neuron 2212,neuron 11657,neuron 16770,neuron 3838,neuron 2180,neuron 12275,neuron 15680,neuron 48239,Neuron 6718,neuron 21098,neuron 3833,neuron 11682,neuron 11062,neuron 11934,neuron 10776,neuron 3040,neuron 11944,neuron 10796,neuron 10971,neuron 12964,neuron 10802,neuron 11413,neuron 12451,neuron 12786,neuron 11213,neuron 12803,neuron 10768,neuron 3808,neuron 12402,neuron 10841,neuron 33306,neuron 2236,neuron 12267,neuron 11172,neuron 12822,neuron 6654
neuron 9001,0.0862245,0.09137730000000001,0.43429300000000004,0.26387,0.102139,0.156673,0.227829,0.210537,0.334597,0.165768,0.0653511,0.08757619999999999,0.0637765,0.10900499999999999,0.202879,0.116094,0.0853177,0.0850997,0.470787,0.12691,0.0753673,0.0910308,0.0986319,0.054461,0.112399,0.0883495,0.224331,0.145601,0.10901199999999998,0.314813,0.314372,0.24991999999999998,0.275427,0.319924,0.267757,0.570023,1.0,0.594542,0.82339,0.577577,0.252943,0.10544200000000001,-0.23087399999999997,-0.24346700000000002,-0.24267600000000003,-0.22706199999999999,-0.22925900000000002,-0.23479899999999998,0.508418,0.54406,0.535441,0.194294,0.180371,0.0173289,0.446194,0.417534,0.413732,0.169922,0.23239,0.389336,0.38308400000000004,0.197803,0.22341799999999998,0.327569,0.34881,-0.142072,-0.12486300000000002,-0.165553,-0.17412,-0.25354499999999996,0.14538099999999998,0.285085,0.45366300000000004,0.178591,0.107423,0.342048,0.10461400000000001,0.472996,0.141538,0.12493599999999999,0.126899,-0.164139,0.0839275,0.0485042,0.45945699999999995,0.197613,0.217846,0.134936,-0.287218,0.254247,0.325387,0.25349299999999997,-0.252857,0.308026,0.153103,0.226319,0.532655,0.139903,0.09645880000000001,0.161004,0.514741,0.187164,0.255447,0.233145,-0.031360400000000004,0.24382600000000001,0.589566,0.190607,-0.26968400000000003,0.353867,0.150574,0.577465,0.253132,0.550354,0.384284,0.14163299999999998,0.20564000000000002,0.791922,0.11487,-0.292553,0.17688399999999999,0.31985,0.154468,0.262362,-0.258121,0.11598199999999999,0.154077,0.321961,0.0827451,0.320687,0.371764,0.109168,0.47850699999999996,0.23595700000000003,-0.140714,0.35565399999999997,0.7068270000000001,0.115105,0.21406999999999998
neuron 9025,0.0374832,0.09959119999999999,0.193172,0.187649,0.11267,0.192683,0.193386,0.0867363,0.181551,0.0861589,-0.032473300000000004,0.10749,0.0380143,0.0721633,0.16642200000000001,0.163503,-0.010700399999999999,0.042548699999999995,0.17079,0.0591331,0.030826299999999997,0.08766439999999999,0.111042,0.06250499999999999,-0.0200364,0.08799169999999999,0.15301700000000001,0.0613308,0.12168399999999999,0.357124,0.38674899999999995,0.31254,0.358485,0.41326999999999997,0.354649,0.597286,0.594542,1.0,0.6209479999999999,0.587326,0.18517899999999998,0.348331,-0.224124,-0.229068,-0.228379,-0.188616,-0.182599,-0.176789,0.7671180000000001,0.817893,0.775654,0.32153200000000004,0.30561,0.099764,0.606817,0.5644899999999999,0.594012,0.303992,0.38866100000000003,0.44809899999999997,0.41826,0.204184,0.255738,0.46121599999999996,0.408168,-0.0968049,-0.0570335,-0.125999,-0.138659,-0.262465,0.07817560000000001,0.394776,0.665007,0.100867,0.096109,0.222599,0.134906,0.727294,0.103929,0.0985116,0.146869,-0.10089,0.107154,0.31240100000000004,0.722988,0.25345700000000004,0.172998,0.12419200000000001,-0.29373699999999997,0.244637,0.40157,0.45932799999999996,-0.26521500000000003,0.392431,0.166875,0.12821300000000002,0.790312,0.141732,0.197378,0.151802,0.655222,0.23586,0.273584,0.23886999999999997,0.00461965,0.287288,0.880808,0.211637,-0.291842,0.288479,0.0120307,0.30277,0.327748,0.687113,0.577353,0.040657599999999995,0.236841,0.6798609999999999,0.214671,-0.299079,0.178724,0.403918,0.0589855,0.309552,-0.257131,0.10197200000000001,0.022207400000000002,0.28823699999999997,0.113798,0.259929,0.532241,0.0641297,0.7247520000000001,0.33200799999999997,-0.10429300000000001,0.44518100000000005,0.697715,0.130722,0.396656
neuron 581,0.16864400000000002,0.171017,0.504886,0.378776,0.190503,0.245319,0.334376,0.287746,0.402827,0.24623899999999999,0.09765800000000001,0.162678,0.154624,0.143592,0.325689,0.22674,0.136265,0.170992,0.433857,0.207327,0.165667,0.16838699999999998,0.197891,0.12986199999999998,0.14616600000000002,0.17923599999999998,0.31972,0.216534,0.191742,0.280109,0.38064899999999996,0.331739,0.280558,0.38031,0.280665,0.628987,0.82339,0.6209479999999999,1.0,0.649249,0.2797,0.18831099999999998,-0.24183600000000002,-0.240758,-0.24704,-0.22315500000000002,-0.22256199999999998,-0.222545,0.577041,0.581209,0.57509,0.186534,0.18850699999999998,0.0737839,0.46704700000000005,0.44053000000000003,0.420338,0.174505,0.210223,0.35887399999999997,0.338054,0.150501,0.147175,0.40989799999999993,0.307354,-0.159147,-0.17259000000000002,-0.16761700000000002,-0.176109,-0.266317,0.252112,0.242995,0.447033,0.27116999999999997,0.044441800000000004,0.420324,0.23093699999999998,0.49485500000000004,0.204215,0.20555199999999998,0.248327,-0.159928,0.212308,0.110924,0.46846000000000004,0.324936,0.268823,0.24879899999999996,-0.291717,0.38155,0.345466,0.245308,-0.266042,0.324909,0.0938186,0.325509,0.517493,0.25185799999999997,0.0507923,0.26945,0.560986,0.130991,0.376974,0.156564,0.0178967,0.358092,0.625332,0.312542,-0.277016,0.463164,0.197283,0.582322,0.22250599999999998,0.582212,0.480333,0.194655,0.324246,0.738422,0.0883085,-0.297677,0.084714,0.335878,0.22025300000000003,0.19431400000000001,-0.27125900000000003,0.24183200000000002,0.216496,0.455995,0.20665100000000003,0.382305,0.372709,0.21648,0.48353,0.185452,-0.144456,0.31834,0.80684,0.23034200000000002,0.2155
neuron 12257,0.0803322,0.15724200000000002,0.30646799999999996,0.232632,0.172216,0.212917,0.223588,0.176873,0.259838,0.14799600000000002,0.033609,0.164881,0.11083599999999999,0.145488,0.203657,0.170475,0.0503922,0.121021,0.288617,0.127046,0.0971641,0.151357,0.16331400000000001,0.111327,0.0494668,0.147059,0.21184699999999998,0.150863,0.176675,0.242431,0.321684,0.332557,0.256469,0.314322,0.256567,0.9466030000000001,0.577577,0.587326,0.649249,1.0,0.48866499999999996,0.194741,-0.185468,-0.22739499999999999,-0.22429899999999997,-0.21396500000000002,-0.0888292,-0.0968169,0.640534,0.616032,0.630646,0.21735300000000002,0.184094,0.177067,0.45907,0.41118699999999997,0.408105,0.111449,0.157803,0.290402,0.26006399999999996,0.132544,0.142556,0.391459,0.250363,-0.141626,-0.14733,-0.176323,-0.18178699999999998,-0.22565500000000002,0.113679,0.181082,0.478033,0.177623,0.00636538,0.28306,0.152731,0.610234,0.17215,0.157305,0.173603,-0.155608,0.145596,0.0913698,0.570529,0.253909,0.453567,0.16553099999999998,-0.271485,0.269813,0.38055100000000003,0.197082,-0.22232800000000003,0.301652,0.0712943,0.178819,0.572588,0.174447,0.0868079,0.196249,0.755584,0.10399000000000001,0.272253,0.150618,0.093814,0.309724,0.599735,0.23774,-0.176499,0.347717,0.0741567,0.39343,0.219504,0.78195,0.471998,0.10258900000000001,0.258465,0.61345,0.11786600000000001,-0.196626,0.08406380000000001,0.321637,0.121422,0.168639,-0.234685,0.149924,0.0736569,0.314185,0.135891,0.31805500000000003,0.39073,0.123003,0.599796,0.196526,-0.137401,0.24696500000000002,0.633076,0.15748399999999999,0.148803
neuron 12243,0.181518,0.0844403,0.29368,0.14816600000000002,0.0735527,0.107696,0.133144,0.200506,0.266912,0.184343,0.189185,0.07149789999999999,0.114651,0.19480799999999998,0.130402,0.0909142,0.15551700000000002,0.109945,0.498039,0.202983,0.09373839999999999,0.10796900000000001,0.114949,0.0408259,0.161028,0.07652610000000001,0.147609,0.16764,0.065924,-0.07760560000000001,-0.00593394,0.103351,-0.050894699999999994,-0.00519052,-0.0508875,0.435075,0.252943,0.18517899999999998,0.2797,0.48866499999999996,1.0,0.0563121,-0.21055500000000002,-0.25904299999999997,-0.25708400000000003,-0.24312899999999998,-0.124519,-0.11676900000000001,0.196479,0.176059,0.186799,9.54366e-05,-0.030733,0.253872,0.0871209,0.0687291,0.0628495,-0.0443914,-0.0655438,-0.0228235,-0.0356601,-0.09661360000000001,-0.07819,0.126181,-0.0196668,-0.21109,-0.262416,-0.26498,-0.264815,-0.257238,0.21028200000000002,-0.055667999999999995,0.0838675,0.161537,-0.164277,0.385691,0.0210643,0.190399,0.119457,0.129486,0.0508038,-0.216484,0.049182199999999995,0.00279232,0.19133,0.0821846,0.776927,0.023171900000000002,-0.286164,0.08969099999999999,0.0402291,-0.0389652,-0.24731999999999998,-0.0139726,-0.111768,0.253274,0.15075,0.0491731,-0.0636631,0.00744476,0.338959,-0.10270399999999999,0.10416099999999999,-0.0742781,0.28971399999999997,0.131803,0.185167,0.056017899999999995,-0.203402,0.20984299999999997,0.282202,0.441749,-0.059211099999999996,0.321614,0.11013800000000001,0.23875300000000002,0.06764860000000002,0.322373,-0.035736199999999996,-0.22193200000000002,-0.09572169999999999,-0.00274979,0.24046199999999998,-0.0484728,-0.257813,0.0893705,0.22993899999999998,0.1737,0.0438708,0.1628,0.0532984,0.153657,0.215612,-0.0662158,-0.19821,-0.0127428,0.30208,0.037735500000000005,-0.045248800000000006
neuron 9029,-0.185392,-0.195345,-0.094012,-0.0890309,-0.177297,-0.13869700000000001,-0.0953258,-0.161754,-0.08821699999999999,-0.163825,-0.209509,-0.204781,-0.195821,-0.20642600000000003,-0.141947,-0.123662,-0.189033,-0.193833,-0.0514634,-0.192511,-0.18119100000000002,-0.189306,-0.16304200000000002,-0.192693,-0.20419600000000002,-0.195129,-0.118843,-0.20660599999999998,-0.172214,-0.0724631,-0.106477,-0.12075699999999999,-0.103913,-0.09626760000000001,-0.0990214,0.190621,0.10544200000000001,0.348331,0.18831099999999998,0.194741,0.0563121,1.0,0.143964,0.10344500000000001,0.0997378,0.127434,0.152842,0.141788,0.27163899999999996,0.270565,0.288601,-0.0842611,-0.08101900000000001,0.05137080000000001,0.171046,0.191639,0.162056,0.11591099999999999,0.118672,0.019089599999999998,-0.00609342,-0.18448,-0.162278,0.028044299999999998,-0.00333654,-0.281481,-0.269789,-0.231643,-0.255273,0.09929110000000001,-0.15068399999999998,0.0486319,0.200372,-0.18316400000000002,-0.213668,-0.059325699999999995,-0.173077,0.311915,-0.197188,-0.165885,-0.148205,-0.22167399999999998,-0.188169,0.740171,0.311682,-0.0972273,0.10391600000000001,-0.18143900000000002,0.10647100000000001,-0.09938530000000001,-0.094192,0.1837,0.0823472,-0.0695957,-0.189598,-0.139802,0.260835,-0.127335,-0.06561089999999999,-0.19100699999999998,0.248198,-0.08191860000000001,-0.0710641,-0.135228,0.11271400000000001,-0.06122759999999999,0.352817,-0.12394300000000001,0.066924,-0.052354,-0.17059000000000002,-0.007987000000000001,-0.12243399999999999,0.252289,0.140079,-0.157084,-0.117085,0.220479,-0.025872900000000004,0.0630811,-0.155472,-0.07759339999999999,-0.15232300000000001,-0.0277219,0.116198,-0.18220999999999998,-0.16653900000000002,-0.015746299999999998,-0.187382,-0.08870610000000001,0.208735,-0.204289,0.306399,-0.114149,-0.23894200000000002,0.10283199999999999,0.29430700000000004,-0.170242,0.13986099999999999
neuron 9883,-0.39759,-0.477117,-0.342923,-0.353901,-0.423202,-0.409382,-0.35786100000000004,-0.348738,-0.353556,-0.36734,-0.365734,-0.470875,-0.414498,-0.402889,-0.38761100000000004,-0.400279,-0.359719,-0.411492,-0.280357,-0.39700799999999997,-0.40331,-0.445787,-0.41516400000000003,-0.442454,-0.366046,-0.44996800000000003,-0.35885,-0.400253,-0.42251700000000003,-0.284736,-0.305595,-0.331432,-0.30172899999999997,-0.309325,-0.294398,-0.17069700000000002,-0.23087399999999997,-0.224124,-0.24183600000000002,-0.185468,-0.21055500000000002,0.143964,1.0,0.79023,0.82244,0.7692,0.544122,0.5488770000000001,-0.16658199999999998,-0.193805,-0.164546,-0.114792,-0.156788,0.0904024,-0.177331,-0.213177,-0.20841500000000002,-0.23230399999999998,-0.25613800000000003,-0.30180500000000005,-0.310684,-0.399825,-0.370247,-0.29963,-0.30433899999999997,-0.522898,-0.512286,-0.393328,-0.46108999999999994,0.768664,-0.383841,-0.29093,-0.11703599999999999,-0.401781,-0.41885900000000004,-0.33555300000000005,-0.45540699999999995,-0.110007,-0.42740600000000006,-0.40143,-0.410505,-0.392944,-0.494863,0.0972273,-0.119924,-0.389975,-0.207916,-0.44904099999999997,0.751575,-0.387928,-0.288204,-0.235408,0.672569,-0.22006599999999998,-0.394573,-0.39507800000000004,-0.208921,-0.403997,-0.061878499999999996,-0.476541,-0.161209,-0.233481,-0.37860900000000003,-0.338673,0.0704889,-0.358158,-0.226241,-0.414358,0.5109,-0.344432,-0.370975,-0.25542,-0.287756,-0.17106400000000002,-0.261277,-0.37232600000000005,-0.40025700000000003,-0.211921,0.0439429,0.45987700000000004,-0.377708,-0.23443699999999998,-0.36804499999999996,-0.315398,0.7920510000000001,-0.42351099999999997,-0.362597,-0.344327,-0.479759,-0.344724,-0.155393,-0.42139499999999996,-0.13789200000000001,-0.27492,-0.420097,-0.262793,-0.217889,-0.46370200000000006,-0.24678699999999998
neuron 9862,-0.397244,-0.486701,-0.349019,-0.366437,-0.442537,-0.43317100000000003,-0.369118,-0.359653,-0.352775,-0.367818,-0.399927,-0.500949,-0.43170600000000003,-0.423048,-0.39493,-0.43454,-0.379078,-0.432275,-0.29701900000000003,-0.394215,-0.42141899999999993,-0.47205699999999995,-0.43005299999999996,-0.48732700000000007,-0.39582,-0.490296,-0.370037,-0.411497,-0.448362,-0.241615,-0.247288,-0.3,-0.26076,-0.256189,-0.252129,-0.225081,-0.24346700000000002,-0.229068,-0.240758,-0.22739499999999999,-0.25904299999999997,0.10344500000000001,0.79023,1.0,0.8735209999999999,0.869517,0.48763999999999996,0.488762,-0.20945300000000003,-0.21804099999999998,-0.19492400000000001,-0.018444,-0.07415269999999999,-0.018049400000000004,-0.197827,-0.22316100000000003,-0.21788600000000002,-0.21404299999999998,-0.246563,-0.276754,-0.297085,-0.383524,-0.34188,-0.286502,-0.283855,-0.514831,-0.4986,-0.376794,-0.43391199999999996,0.74557,-0.384808,-0.268204,-0.162466,-0.40627800000000003,-0.408956,-0.333994,-0.478364,-0.166344,-0.454866,-0.411033,-0.442238,-0.378496,-0.497241,0.0731534,-0.16803900000000002,-0.411925,-0.25548899999999997,-0.48776899999999995,0.716051,-0.38504299999999997,-0.237467,-0.232235,0.689793,-0.131496,-0.37493200000000004,-0.40903,-0.23676999999999998,-0.418342,-0.0306176,-0.48430200000000007,-0.207188,-0.145988,-0.385221,-0.30151300000000003,-0.00236839,-0.361716,-0.221518,-0.43768999999999997,0.46535299999999996,-0.34666399999999997,-0.385285,-0.268967,-0.23337199999999997,-0.21158600000000002,-0.24840900000000002,-0.36733899999999997,-0.427717,-0.226032,0.0360792,0.438724,-0.352256,-0.150028,-0.371261,-0.286455,0.763358,-0.417471,-0.382529,-0.347821,-0.49533,-0.352495,-0.191143,-0.44222,-0.186506,-0.221246,-0.39318800000000004,-0.237956,-0.22501999999999997,-0.480811,-0.23275700000000002
neuron 9935,-0.398032,-0.489371,-0.344561,-0.367848,-0.43519300000000005,-0.417282,-0.362633,-0.352525,-0.35625500000000004,-0.35986999999999997,-0.393111,-0.494304,-0.450215,-0.426721,-0.39076700000000003,-0.421875,-0.374431,-0.44451599999999997,-0.295747,-0.389285,-0.42135900000000004,-0.459784,-0.408518,-0.483469,-0.39165300000000003,-0.48853800000000003,-0.364055,-0.414934,-0.441201,-0.22984200000000002,-0.246836,-0.29266,-0.255179,-0.25314699999999996,-0.244216,-0.225296,-0.24267600000000003,-0.228379,-0.24704,-0.22429899999999997,-0.25708400000000003,0.0997378,0.82244,0.8735209999999999,1.0,0.8671139999999999,0.441325,0.440212,-0.20409000000000002,-0.21789699999999998,-0.19281099999999998,-0.0208907,-0.061711699999999994,-0.0473864,-0.185055,-0.215234,-0.204587,-0.21039899999999997,-0.235422,-0.274092,-0.292331,-0.37567399999999995,-0.334545,-0.27674899999999997,-0.283443,-0.506858,-0.47059799999999996,-0.369634,-0.427299,0.734229,-0.38227,-0.263759,-0.147799,-0.43744799999999995,-0.397845,-0.331827,-0.4785,-0.166518,-0.45431000000000005,-0.42301000000000005,-0.43107700000000004,-0.363616,-0.49718599999999996,0.08041480000000001,-0.163201,-0.388642,-0.251971,-0.48708,0.710799,-0.381973,-0.23231999999999997,-0.212126,0.639452,-0.129706,-0.360992,-0.408362,-0.22456500000000001,-0.40310799999999997,-0.0551725,-0.484018,-0.209517,-0.148903,-0.378506,-0.28952,-0.0113236,-0.35217,-0.22261599999999998,-0.439809,0.430645,-0.341196,-0.383809,-0.264534,-0.22628,-0.214104,-0.23050500000000002,-0.37193200000000004,-0.41675,-0.223816,-0.00654692,0.406611,-0.339505,-0.159434,-0.371055,-0.282093,0.722956,-0.42761899999999997,-0.377357,-0.347461,-0.491166,-0.348549,-0.17957599999999999,-0.466552,-0.17988900000000002,-0.21435700000000002,-0.382347,-0.243725,-0.22816799999999998,-0.47758999999999996,-0.21881399999999998
neuron 9929,-0.374153,-0.446352,-0.318294,-0.33055999999999996,-0.391212,-0.384865,-0.338437,-0.329073,-0.325895,-0.33362600000000003,-0.364036,-0.450333,-0.40420700000000004,-0.377644,-0.357651,-0.38306399999999996,-0.34460599999999997,-0.390882,-0.273404,-0.370675,-0.391471,-0.41868299999999997,-0.39605300000000004,-0.424063,-0.355587,-0.431096,-0.335991,-0.370656,-0.39467800000000003,-0.198852,-0.21560100000000001,-0.267278,-0.24716100000000002,-0.23033499999999998,-0.236325,-0.208486,-0.22706199999999999,-0.188616,-0.22315500000000002,-0.21396500000000002,-0.24312899999999998,0.127434,0.7692,0.869517,0.8671139999999999,1.0,0.47674799999999995,0.467966,-0.15044100000000002,-0.163388,-0.140914,-0.00594537,-0.0502726,-0.026363599999999997,-0.112648,-0.150437,-0.12431500000000001,-0.179963,-0.187494,-0.235698,-0.26277399999999995,-0.35484099999999996,-0.307613,-0.226008,-0.247881,-0.500319,-0.481354,-0.35820799999999997,-0.41438800000000003,0.73532,-0.35999000000000003,-0.213928,-0.08754210000000001,-0.374421,-0.38609699999999997,-0.31361100000000003,-0.431637,-0.127976,-0.420518,-0.389771,-0.396876,-0.377869,-0.462754,0.120274,-0.126893,-0.36859699999999995,-0.23850100000000002,-0.433201,0.7067319999999999,-0.368191,-0.199418,-0.172147,0.6270720000000001,-0.0939607,-0.344891,-0.37154,-0.167012,-0.38493,-0.0260454,-0.44740699999999994,-0.193055,-0.121001,-0.357164,-0.264884,-0.0355789,-0.33765,-0.181223,-0.39292,0.45159799999999994,-0.318919,-0.35583200000000004,-0.248587,-0.21710300000000002,-0.198749,-0.181004,-0.341041,-0.378197,-0.21319899999999997,0.0398823,0.43438699999999997,-0.320882,-0.11811400000000001,-0.346515,-0.24060900000000002,0.737938,-0.39826500000000004,-0.349196,-0.321187,-0.45152299999999995,-0.317513,-0.117323,-0.412024,-0.14014000000000001,-0.20930700000000002,-0.36842800000000003,-0.202766,-0.208946,-0.431666,-0.192342
neuron 10299,-0.378864,-0.44823199999999996,-0.333478,-0.31869200000000003,-0.423587,-0.39214699999999997,-0.325943,-0.319812,-0.32561999999999997,-0.34125900000000003,-0.345468,-0.46447299999999997,-0.395842,-0.383993,-0.34452,-0.385748,-0.33839,-0.390094,-0.272447,-0.36493400000000004,-0.380434,-0.435853,-0.400913,-0.415934,-0.339183,-0.42850299999999997,-0.329942,-0.377421,-0.42171499999999995,-0.373199,-0.385497,-0.402419,-0.406568,-0.399292,-0.39303899999999997,-0.0610431,-0.22925900000000002,-0.182599,-0.22256199999999998,-0.0888292,-0.124519,0.152842,0.544122,0.48763999999999996,0.441325,0.47674799999999995,1.0,0.8605149999999999,-0.11108900000000001,-0.167051,-0.144153,-0.334308,-0.352663,-0.09938179999999999,-0.243279,-0.24786999999999998,-0.25291399999999997,-0.292975,-0.323279,-0.353406,-0.360848,-0.5056579999999999,-0.46353900000000003,-0.35036999999999996,-0.357721,-0.627053,-0.633323,-0.521848,-0.59244,0.48666000000000004,-0.348622,-0.355534,-0.162141,-0.37854099999999996,-0.530413,-0.308143,-0.444346,-0.051732600000000004,-0.404369,-0.38513600000000003,-0.40283800000000003,-0.497935,-0.466796,0.13457,-0.0667015,-0.332594,-0.145324,-0.434609,0.445195,-0.35196700000000003,-0.375143,-0.299998,0.526347,-0.353426,-0.499385,-0.365175,-0.211385,-0.390854,-0.31553000000000003,-0.46771599999999997,-0.136881,-0.360089,-0.324312,-0.42644499999999996,-0.101376,-0.308794,-0.212604,-0.400897,0.677519,-0.32109899999999997,-0.34976199999999996,-0.246367,-0.404006,-0.137554,-0.320833,-0.34536500000000003,-0.391836,-0.180588,-0.255971,0.740456,-0.456747,-0.359579,-0.346657,-0.37640999999999997,0.47445,-0.396737,-0.342606,-0.297917,-0.456892,-0.334029,-0.167114,-0.391492,-0.100315,-0.396509,-0.528299,-0.31905900000000004,-0.202928,-0.438021,-0.315317
neuron 9899,-0.368089,-0.44667799999999996,-0.331239,-0.303216,-0.40567600000000004,-0.367873,-0.30799,-0.314092,-0.319963,-0.33728800000000003,-0.346429,-0.454049,-0.38795,-0.380535,-0.321812,-0.361671,-0.338879,-0.38492600000000005,-0.27832399999999996,-0.35484899999999997,-0.375105,-0.420372,-0.385752,-0.403648,-0.337513,-0.408213,-0.31710900000000003,-0.377236,-0.405993,-0.360609,-0.375281,-0.39770300000000003,-0.401618,-0.388117,-0.38972399999999996,-0.07711660000000001,-0.23479899999999998,-0.176789,-0.222545,-0.0968169,-0.11676900000000001,0.141788,0.5488770000000001,0.488762,0.440212,0.467966,0.8605149999999999,1.0,-0.125584,-0.172263,-0.159388,-0.316758,-0.338277,-0.0389603,-0.238827,-0.24337899999999998,-0.245815,-0.28820300000000004,-0.317129,-0.349671,-0.357672,-0.484546,-0.44655500000000004,-0.346479,-0.353223,-0.613247,-0.640764,-0.492263,-0.577954,0.51664,-0.340938,-0.347777,-0.162385,-0.377967,-0.5158550000000001,-0.302023,-0.42256000000000005,-0.07603639999999999,-0.397069,-0.374424,-0.386085,-0.49290200000000006,-0.466858,0.134722,-0.08643560000000002,-0.30762399999999995,-0.139259,-0.424253,0.45451,-0.340045,-0.367282,-0.296942,0.579396,-0.337599,-0.47609799999999997,-0.354995,-0.210581,-0.37700300000000003,-0.29567,-0.45158400000000004,-0.136243,-0.34476999999999997,-0.306397,-0.411267,-0.0642388,-0.294032,-0.212081,-0.37927,0.769964,-0.307413,-0.350025,-0.24464899999999998,-0.389406,-0.16189,-0.315996,-0.347487,-0.36732600000000004,-0.18273699999999998,-0.216666,0.729298,-0.441446,-0.34526100000000004,-0.346523,-0.366463,0.503304,-0.39273800000000003,-0.342791,-0.278672,-0.44633,-0.330596,-0.16098800000000002,-0.383261,-0.11971300000000001,-0.38713000000000003,-0.495145,-0.316153,-0.199219,-0.420195,-0.311363
neuron 9888,0.052607600000000004,0.163548,0.209353,0.185047,0.168224,0.228044,0.208227,0.11665899999999998,0.177427,0.110448,-0.0119514,0.15168900000000002,0.0720435,0.0969332,0.18471300000000002,0.202693,0.012868200000000002,0.0838645,0.164625,0.0872253,0.0627625,0.13349,0.158604,0.11506500000000001,-0.00255208,0.132136,0.176038,0.102657,0.17419,0.363906,0.442184,0.375813,0.368071,0.43950100000000003,0.365193,0.6563640000000001,0.508418,0.7671180000000001,0.577041,0.640534,0.196479,0.27163899999999996,-0.16658199999999998,-0.20945300000000003,-0.20409000000000002,-0.15044100000000002,-0.11108900000000001,-0.125584,1.0,0.94395,0.9359940000000001,0.281986,0.260972,0.159728,0.7249399999999999,0.6657770000000001,0.697239,0.23659499999999997,0.33045399999999997,0.44648000000000004,0.40539200000000003,0.20661500000000002,0.22342800000000002,0.516288,0.372793,-0.11989100000000001,-0.10166,-0.128,-0.13696,-0.24151799999999998,0.0895139,0.345698,0.794888,0.146479,0.0922349,0.212687,0.20184100000000002,0.802435,0.14625,0.13358,0.199168,-0.121456,0.169371,0.21313600000000002,0.772937,0.298676,0.206646,0.178694,-0.281529,0.268165,0.44336099999999995,0.39717600000000003,-0.23987600000000003,0.435325,0.152771,0.12373800000000001,0.8466629999999999,0.190181,0.12568800000000002,0.21821100000000002,0.690262,0.227091,0.27426,0.23120700000000002,0.037233800000000004,0.310381,0.742548,0.256803,-0.23559699999999997,0.287936,0.027883799999999997,0.286269,0.310525,0.728417,0.629517,0.0628504,0.28968299999999997,0.557589,0.171953,-0.24534499999999998,0.153531,0.447561,0.0817451,0.275395,-0.203414,0.137572,0.0308024,0.27639,0.167414,0.288391,0.690925,0.10216900000000001,0.778542,0.277702,-0.110877,0.384969,0.576204,0.197744,0.30442800000000003
