"","594693","595978","593292","595726","594577","593559","594712","594967","595579","594084","595112","593321","594350","593455","593839","594483","595763","593720","594107","594501","595402","593358","595298","594790","594155","595826","594292","593915","593662","593598","595033","594906","593437","593758","595423","595175","594445","593877","594808","593340","594613","595939","595441","593475","594331","595862","595684","594253","595561","594826","595844","593577","594538","594216","593680","595622","594007","593776","594926","595995","594390","594650","593940","595745","594047","595960","595218","594177","595479"
"594693",1,0.453401,0.503625,0.551686,0.43003,0.445005,0.564545,0.68534,0.614374,0.764615,0.617147,0.45667,0.74341,0.783969,0.592174,0.469235,0.700369,0.67697,0.325968,0.846321,0.750908,0.518126,0.511404,0.413834,0.630186,0.508971,0.670018,0.726694,0.403327,-0.0882313,0.0226055,0.13933,-0.0596105,0.0197244,-0.0593473,0.064137,0.0862245,0.0374832,0.168644,0.0803322,0.181518,-0.185392,-0.39759,-0.397244,-0.398032,-0.374153,-0.378864,-0.368089,0.0526076,0.0391917,0.0298087,-0.0762505,-0.0834541,0.0248604,0.00270949,0.024355,0.0154782,-0.104675,-0.0973785,-0.0438441,-0.0250367,-0.079334,-0.0824758,0.15077,-0.0236414,-0.206859,-0.295114,-0.245225,-0.221956
"595978",0.453401,1,0.284325,0.559137,0.909521,0.847526,0.633849,0.349917,0.364271,0.371852,0.220584,0.917611,0.614559,0.425012,0.596026,0.814899,0.278826,0.406685,0.161439,0.432626,0.561418,0.885236,0.841334,0.881296,0.25268,0.856166,0.607555,0.377821,0.886635,0.011442,0.122756,0.194521,0.0565614,0.110027,0.0551433,0.137455,0.0913773,0.0995912,0.171017,0.157242,0.0844403,-0.195345,-0.477117,-0.486701,-0.489371,-0.446352,-0.448232,-0.446678,0.163548,0.142152,0.13673,0.0259972,0.00168163,-0.00480497,0.107258,0.183307,0.137367,-0.0603808,-0.032224,0.0518445,0.0714639,0.0359002,0.0182326,0.237569,0.0872636,-0.15537,-0.212191,-0.154769,-0.153137
"593292",0.503625,0.284325,1,0.568175,0.301114,0.344891,0.513382,0.683253,0.777603,0.59554,0.392431,0.286881,0.396141,0.435194,0.518927,0.331628,0.4704,0.456,0.717644,0.549513,0.432182,0.30498,0.327979,0.238919,0.480264,0.292336,0.559689,0.574895,0.306213,0.0261636,0.156929,0.181989,0.0683181,0.149598,0.0681591,0.28877,0.434293,0.193172,0.504886,0.306468,0.29368,-0.094012,-0.342923,-0.349019,-0.344561,-0.318294,-0.333478,-0.331239,0.209353,0.189993,0.1833,0.0372206,0.0441814,0.0717146,0.138136,0.146793,0.131702,-0.0326881,-0.0319492,0.0809467,0.0949837,0.00989365,-0.00313523,0.21128,0.0944138,-0.195988,-0.228875,-0.210286,-0.213674
"595726",0.551686,0.559137,0.568175,1,0.557769,0.653497,0.914071,0.595262,0.690643,0.51471,0.272517,0.552628,0.598341,0.457623,0.910946,0.619532,0.380771,0.494208,0.306966,0.614272,0.632377,0.565242,0.590947,0.482483,0.356212,0.557584,0.872261,0.492892,0.525039,0.0229765,0.131709,0.179535,0.0434256,0.112081,0.0430402,0.204691,0.26387,0.187649,0.378776,0.232632,0.148166,-0.0890309,-0.353901,-0.366437,-0.367848,-0.33056,-0.318692,-0.303216,0.185047,0.161984,0.15827,0.0189009,0.00667648,-0.00492307,0.133863,0.187837,0.143861,-0.0313967,-0.0165756,0.0670826,0.103179,0.0258702,0.00605994,0.211938,0.101363,-0.179858,-0.230699,-0.18822,-0.172759
"594577",0.43003,0.909521,0.301114,0.557769,1,0.861359,0.654382,0.343624,0.353364,0.349686,0.207909,0.872154,0.586026,0.383076,0.620058,0.844586,0.256758,0.375693,0.154313,0.404531,0.525632,0.852179,0.878395,0.882925,0.235966,0.835722,0.611317,0.3583,0.933749,0.0264931,0.132928,0.213381,0.057247,0.117448,0.0585063,0.141261,0.102139,0.11267,0.190503,0.172216,0.0735527,-0.177297,-0.423202,-0.442537,-0.435193,-0.391212,-0.423587,-0.405676,0.168224,0.144681,0.139734,0.0250278,0.00735874,-0.00168894,0.127867,0.201406,0.152474,-0.0217648,-0.00396696,0.0777216,0.11455,0.0407874,0.0256661,0.252251,0.124021,-0.155036,-0.202364,-0.150938,-0.149037
"593559",0.445005,0.847526,0.344891,0.653497,0.861359,1,0.76109,0.378091,0.440815,0.382919,0.199661,0.819234,0.588048,0.417547,0.694599,0.931368,0.263426,0.393986,0.200388,0.450635,0.538518,0.801428,0.880518,0.759514,0.241893,0.791927,0.692914,0.385315,0.843544,0.0366409,0.145645,0.214091,0.0757606,0.127055,0.0700262,0.182268,0.156673,0.192683,0.245319,0.212917,0.107696,-0.138697,-0.409382,-0.433171,-0.417282,-0.384865,-0.392147,-0.367873,0.228044,0.214975,0.196378,0.0479244,0.0265712,0.0150713,0.15231,0.243117,0.185355,-0.00307152,0.0195319,0.084572,0.13653,0.0561533,0.039465,0.265244,0.13814,-0.14673,-0.198243,-0.154596,-0.153959
"594712",0.564545,0.633849,0.513382,0.914071,0.654382,0.76109,1,0.529607,0.646488,0.511055,0.262071,0.640642,0.631986,0.475096,0.91374,0.727896,0.361778,0.482521,0.28203,0.595807,0.64254,0.638341,0.680758,0.572168,0.322188,0.633162,0.892119,0.477924,0.621979,0.02332,0.125319,0.179495,0.0418364,0.116514,0.0409652,0.190971,0.227829,0.193386,0.334376,0.223588,0.133144,-0.0953258,-0.357861,-0.369118,-0.362633,-0.338437,-0.325943,-0.30799,0.208227,0.180519,0.166073,0.0143994,0.0138933,-0.00185989,0.13495,0.196183,0.150741,-0.0210446,-0.0151728,0.0808305,0.115975,0.0269167,0.00965483,0.217616,0.112012,-0.172268,-0.228557,-0.179231,-0.166443
"594967",0.68534,0.349917,0.683253,0.595262,0.343624,0.378091,0.529607,1,0.69128,0.846587,0.608354,0.347737,0.527769,0.682802,0.552779,0.369765,0.747225,0.613574,0.458015,0.771652,0.601805,0.367908,0.377776,0.299149,0.71855,0.363386,0.610315,0.75373,0.334388,-0.032908,0.0778725,0.131464,0.00159069,0.0722078,0.00465236,0.155641,0.210537,0.0867363,0.287746,0.176873,0.200506,-0.161754,-0.348738,-0.359653,-0.352525,-0.329073,-0.319812,-0.314092,0.116659,0.0939525,0.0916424,-0.0267475,-0.0344389,-0.000599014,0.0791094,0.0777171,0.0742912,-0.105718,-0.0888669,0.00522411,0.00927546,-0.0331965,-0.0453245,0.145886,0.0215518,-0.227667,-0.287924,-0.234801,-0.224459
"595579",0.614374,0.364271,0.777603,0.690643,0.353364,0.440815,0.646488,0.69128,1,0.687989,0.401403,0.355672,0.512913,0.58825,0.612386,0.411933,0.505564,0.534123,0.586522,0.685599,0.547951,0.380475,0.385716,0.279967,0.471488,0.343047,0.68443,0.630523,0.359008,0.00727761,0.126456,0.129926,0.0502171,0.115025,0.0481669,0.235277,0.334597,0.181551,0.402827,0.259838,0.266912,-0.088217,-0.353556,-0.352775,-0.356255,-0.325895,-0.32562,-0.319963,0.177427,0.17079,0.153362,0.0355278,0.0298184,0.0469096,0.107339,0.132885,0.116741,-0.0342492,-0.0418781,0.0661499,0.0829041,0.0129453,0.00568054,0.170762,0.0875712,-0.184465,-0.215942,-0.198212,-0.208888
