"","593376","593396","593418","593494","593514","593539","593617","593640","593698","593738","593794","593816","593857","593896","593960","593984","594025","594065","594132","594196","594234","594272","594312","594369","594407","594426","594464","594519","594556","594594","594631","594670","594732","594752","594771","594844","594863","594882","594944","594990","595010","595051","595070","595094","595132","595155","595193","595236","595257","595276","595316","595337","595359","595379","595460","595497","595517","595539","595599","595640","595662","595703","595782","595805","595881","595899","595919","596012","596031","596054"
"593376",1,-0.41106,-0.325609,-0.20518,-0.4346,-0.461279,-0.360641,-0.515634,-0.189778,-0.518913,-0.458066,-0.497513,-0.400116,-0.541466,0.0422112,-0.189412,-0.45838,-0.251952,-0.532165,0.871637,-0.418596,-0.327575,-0.285485,0.820712,-0.283975,-0.419997,-0.423382,-0.281487,-0.467936,-0.0787679,-0.5303,-0.218399,-0.289222,-0.416812,-0.374169,0.0904046,-0.389344,-0.262463,-0.483109,0.593934,-0.36506,-0.40797,-0.28348,-0.309939,-0.217932,-0.301126,-0.403939,-0.481377,-0.241624,-0.00822448,0.549515,-0.419195,-0.291442,-0.398406,-0.350108,0.814045,-0.505976,-0.404481,-0.380136,-0.534074,-0.376436,-0.237078,-0.480583,-0.205644,-0.298806,-0.456568,-0.29698,-0.253751,-0.522082,-0.287549
"593396",-0.41106,1,-0.07954,0.00102214,0.830475,-0.117392,0.636368,0.364326,0.0117299,0.67364,0.675486,0.421312,-0.274532,0.388545,-0.153204,0.0113808,0.413121,0.139401,0.40919,-0.439501,0.523362,0.0375708,-0.0922111,-0.406351,-0.00421946,-0.0841128,0.78108,0.049237,0.409586,-0.142435,0.32727,0.0438585,-0.118929,0.46533,-0.0650973,0.0167653,0.450101,0.0829465,0.39389,-0.419709,0.608561,0.70043,0.340034,-0.0617263,0.0506913,0.135468,0.797607,0.367258,0.0955561,-0.106635,-0.425579,-0.0887316,0.0132783,0.811075,-0.0424596,-0.40338,0.625962,0.7866,0.549697,0.395367,0.585888,-0.0139698,0.858334,0.0213979,-0.0999033,-0.222418,-0.0694785,0.182312,0.389356,-0.0991959
"593418",-0.325609,-0.07954,1,0.423734,-0.0588137,0.331691,-0.0180053,0.0144739,0.308001,-0.0423584,-0.0514219,0.012395,-0.0860257,-0.00563882,0.0449314,0.269218,0.0527074,-0.0411236,0.000781543,-0.34818,0.0427739,0.30249,0.567052,-0.335718,0.318719,0.371182,-0.045516,0.415792,0.0440441,0.0311942,0.0211577,0.270645,0.588278,0.0550753,0.42779,-0.0953019,0.05542,0.386386,0.0572143,-0.37014,0.0481691,-0.103754,0.0241361,0.18415,0.273616,0.486422,-0.0952322,0.0552525,0.291484,0.0404048,-0.395972,0.413962,0.328595,-0.0852752,0.661492,-0.307121,-0.0361496,-0.104265,0.0561521,-0.00772751,0.0427695,0.42917,-0.0790922,0.248693,0.177678,0.0380715,0.895675,0.235798,0.0107713,0.608453
"593494",-0.20518,0.00102214,0.423734,1,0.0692092,0.187832,0.100986,0.100556,0.771266,0.06812,0.0487915,0.0902557,-0.105837,0.0753107,0.147979,0.734476,0.159645,0.0968949,0.0888786,-0.253962,0.162356,0.444961,0.438778,-0.209417,0.491112,0.233454,0.033421,0.782008,0.0886132,0.169968,0.132738,0.609279,0.329632,0.164614,0.331799,0.0151815,0.176867,0.631744,0.141894,-0.227602,0.17423,-0.0260784,0.191236,0.354143,0.622952,0.62968,-0.0105432,0.17094,0.466101,0.236557,-0.249061,0.239607,0.494869,0.00922498,0.367669,-0.142958,0.0492026,-0.0227886,0.151109,0.072601,0.173641,0.775763,0.0155729,0.740502,0.32902,-0.0922025,0.433026,0.447158,0.0948323,0.344902
"593514",-0.4346,0.830475,-0.0588137,0.0692092,1,-0.0679021,0.607081,0.400625,0.0647787,0.740485,0.715761,0.443034,-0.252597,0.365104,-0.199024,0.0603416,0.451981,0.0978567,0.465041,-0.489323,0.543035,0.105377,-0.0943235,-0.462204,0.0739076,-0.0214807,0.650421,0.100165,0.414651,-0.1164,0.415565,0.107447,-0.0884351,0.482444,-0.0161587,-0.00596856,0.473592,0.112575,0.43425,-0.453136,0.614267,0.664821,0.391388,0.0179986,0.118282,0.19616,0.804242,0.43114,0.110718,-0.0617329,-0.463645,-0.046855,0.0953962,0.814869,-0.00515072,-0.453052,0.647518,0.730131,0.556257,0.402733,0.635394,0.0326276,0.884337,0.0682364,-0.0367062,-0.201548,-0.0455021,0.213786,0.424598,-0.107493
"593539",-0.461279,-0.117392,0.331691,0.187832,-0.0679021,1,-0.0780881,-0.000681645,0.0735126,-0.0483874,-0.0791778,-0.020913,0.0164426,-0.0282873,-0.235476,0.0605198,0.00222402,-0.146883,-0.00433529,-0.48138,0.0296179,0.197744,0.0855673,-0.480605,0.224401,0.751041,-0.105676,0.135548,-0.0116445,0.0260744,0.0396837,0.0602867,0.344264,0.0203845,0.571749,-0.142707,-0.00221396,0.109469,0.0159352,-0.543572,-0.0146781,-0.168831,-0.0220549,0.222794,0.0594092,0.114347,-0.146413,0.0151249,0.108857,0.0179433,-0.611176,0.576766,0.213539,-0.124257,0.434623,-0.467211,-0.0578046,-0.162051,-0.015233,-0.0251652,-0.0242104,0.293389,-0.106795,0.0516938,0.189043,0.0567881,0.338949,0.0526394,-0.0116584,0.0640619
"593617",-0.360641,0.636368,-0.0180053,0.100986,0.607081,-0.0780881,1,0.249823,0.133242,0.487535,0.496209,0.306892,-0.202425,0.232091,-0.0695825,0.133129,0.365882,0.262893,0.28554,-0.378782,0.488496,0.144224,-0.0381009,-0.352846,0.0898681,-0.031465,0.637743,0.169462,0.280477,-0.0383359,0.248281,0.174808,-0.0633953,0.460682,-0.000579093,0.0792145,0.477743,0.219007,0.325967,-0.371721,0.758184,0.551642,0.641799,0.0454358,0.200462,0.219851,0.606942,0.338459,0.299504,0.000414813,-0.383264,-0.0346946,0.112677,0.635171,0.0154711,-0.356852,0.435968,0.560799,0.616946,0.253138,0.671883,0.0556358,0.509644,0.152901,0.0212869,-0.182511,0.00154731,0.396305,0.2733,-0.0475025
"593640",-0.515634,0.364326,0.0144739,0.100556,0.400625,-0.000681645,0.249823,1,0.0598625,0.466875,0.495211,0.925994,-0.185163,0.921076,-0.173733,0.0509869,0.81617,0.0218625,0.882469,-0.545305,0.693571,0.131366,-0.0049512,-0.520434,0.0964177,0.0287874,0.390813,0.151526,0.862282,-0.100683,0.857372,0.0875734,-0.0489754,0.691371,0.0493404,-0.0616202,0.656848,0.150112,0.871329,-0.519877,0.426282,0.20578,0.186024,0.0444892,0.0857954,0.242179,0.255512,0.862298,0.0800836,-0.0699781,-0.524835,0.0274627,0.115805,0.294743,0.0746162,-0.486684,0.670883,0.245873,0.536591,0.942156,0.492011,0.118409,0.414194,0.0611663,-0.0167836,-0.156253,0.0259707,0.157131,0.959633,-0.0201682
"593698",-0.189778,0.0117299,0.308001,0.771266,0.0647787,0.0735126,0.133242,0.0598625,1,0.0597943,0.0463859,0.0644334,-0.112249,0.0404897,0.213753,0.931441,0.132606,0.216977,0.0584355,-0.241511,0.135056,0.393681,0.320532,-0.180906,0.404752,0.132872,0.0443153,0.739977,0.0542126,0.175679,0.089924,0.759119,0.24086,0.147869,0.199392,0.056607,0.166443,0.705369,0.110341,-0.18003,0.188435,-0.0220828,0.245097,0.326548,0.815959,0.528012,0.00368167,0.134634,0.555112,0.216643,-0.174723,0.130284,0.416685,0.0143325,0.218868,-0.154757,0.04384,-0.0174199,0.159923,0.0382337,0.178562,0.596364,0.019978,0.893394,0.325166,-0.112206,0.339603,0.571146,0.0598522,0.261463
